Date,Delay (minutes),Delay (%),Airport,Abbreviation
November 2019,59.07,7.76,"Honolulu, HI: Daniel K Inouye International",HNL
December 2019,51.14,11.19,"Honolulu, HI: Daniel K Inouye International",HNL
January 2020,57.8,9.0,"Honolulu, HI: Daniel K Inouye International",HNL
February 2020,74.46,6.7,"Honolulu, HI: Daniel K Inouye International",HNL
March 2020,60.66,7.5,"Honolulu, HI: Daniel K Inouye International",HNL
April 2020,72.47,3.35,"Honolulu, HI: Daniel K Inouye International",HNL
May 2020,40.32,5.04,"Honolulu, HI: Daniel K Inouye International",HNL
June 2020,50.46,6.26,"Honolulu, HI: Daniel K Inouye International",HNL
July 2020,66.79,5.6,"Honolulu, HI: Daniel K Inouye International",HNL
August 2020,60.51,2.8,"Honolulu, HI: Daniel K Inouye International",HNL
September 2020,41.59,4.18,"Honolulu, HI: Daniel K Inouye International",HNL
October 2020,33.0,3.3,"Honolulu, HI: Daniel K Inouye International",HNL
November 2020,72.13,4.47,"Honolulu, HI: Daniel K Inouye International",HNL
December 2020,96.9,5.15,"Honolulu, HI: Daniel K Inouye International",HNL
January 2021,102.61,4.12,"Honolulu, HI: Daniel K Inouye International",HNL
February 2021,89.91,5.55,"Honolulu, HI: Daniel K Inouye International",HNL
March 2021,54.98,8.23,"Honolulu, HI: Daniel K Inouye International",HNL
April 2021,58.11,8.36,"Honolulu, HI: Daniel K Inouye International",HNL
May 2021,52.43,7.47,"Honolulu, HI: Daniel K Inouye International",HNL
June 2021,49.25,14.23,"Honolulu, HI: Daniel K Inouye International",HNL
July 2021,49.47,15.94,"Honolulu, HI: Daniel K Inouye International",HNL
August 2021,56.6,9.64,"Honolulu, HI: Daniel K Inouye International",HNL
September 2021,54.25,4.95,"Honolulu, HI: Daniel K Inouye International",HNL
October 2021,50.92,7.91,"Honolulu, HI: Daniel K Inouye International",HNL
November 2021,55.7,8.04,"Honolulu, HI: Daniel K Inouye International",HNL
December 2021,58.33,20.14,"Honolulu, HI: Daniel K Inouye International",HNL
January 2022,63.12,17.69,"Honolulu, HI: Daniel K Inouye International",HNL
February 2022,47.02,11.29,"Honolulu, HI: Daniel K Inouye International",HNL
March 2022,55.99,16.21,"Honolulu, HI: Daniel K Inouye International",HNL
April 2022,44.14,17.95,"Honolulu, HI: Daniel K Inouye International",HNL
May 2022,43.99,15.32,"Honolulu, HI: Daniel K Inouye International",HNL
June 2022,47.01,19.14,"Honolulu, HI: Daniel K Inouye International",HNL
July 2022,45.27,19.22,"Honolulu, HI: Daniel K Inouye International",HNL
August 2022,42.38,22.53,"Honolulu, HI: Daniel K Inouye International",HNL
September 2022,37.66,13.98,"Honolulu, HI: Daniel K Inouye International",HNL
October 2022,44.58,27.54,"Honolulu, HI: Daniel K Inouye International",HNL
November 2022,44.62,22.29,"Honolulu, HI: Daniel K Inouye International",HNL
December 2022,66.06,29.9,"Honolulu, HI: Daniel K Inouye International",HNL
January 2023,49.27,20.93,"Honolulu, HI: Daniel K Inouye International",HNL
February 2023,49.63,18.54,"Honolulu, HI: Daniel K Inouye International",HNL
March 2023,43.57,30.47,"Honolulu, HI: Daniel K Inouye International",HNL
April 2023,45.72,28.27,"Honolulu, HI: Daniel K Inouye International",HNL
May 2023,56.26,25.07,"Honolulu, HI: Daniel K Inouye International",HNL
June 2023,52.83,19.24,"Honolulu, HI: Daniel K Inouye International",HNL
July 2023,50.35,16.69,"Honolulu, HI: Daniel K Inouye International",HNL
August 2023,54.64,16.12,"Honolulu, HI: Daniel K Inouye International",HNL
September 2023,58.75,10.74,"Honolulu, HI: Daniel K Inouye International",HNL
October 2023,50.33,15.55,"Honolulu, HI: Daniel K Inouye International",HNL
November 2023,44.29,11.96,"Honolulu, HI: Daniel K Inouye International",HNL
December 2023,51.41,13.13,"Honolulu, HI: Daniel K Inouye International",HNL
January 2024,51.17,22.96,"Honolulu, HI: Daniel K Inouye International",HNL
February 2024,61.27,17.02,"Honolulu, HI: Daniel K Inouye International",HNL
March 2024,42.03,11.36,"Honolulu, HI: Daniel K Inouye International",HNL
April 2024,56.88,12.85,"Honolulu, HI: Daniel K Inouye International",HNL
May 2024,55.42,15.46,"Honolulu, HI: Daniel K Inouye International",HNL
June 2024,46.92,13.82,"Honolulu, HI: Daniel K Inouye International",HNL
July 2024,50.29,15.34,"Honolulu, HI: Daniel K Inouye International",HNL
August 2024,57.37,11.5,"Honolulu, HI: Daniel K Inouye International",HNL
January 2000,63.35,15.56,"Kahului, HI: Kahului Airport",OGG
February 2000,54.17,12.71,"Kahului, HI: Kahului Airport",OGG
March 2000,106.0,10.95,"Kahului, HI: Kahului Airport",OGG
April 2000,132.27,15.24,"Kahului, HI: Kahului Airport",OGG
May 2000,105.76,11.7,"Kahului, HI: Kahului Airport",OGG
June 2000,81.26,12.64,"Kahului, HI: Kahului Airport",OGG
July 2000,87.54,17.3,"Kahului, HI: Kahului Airport",OGG
August 2000,113.63,19.86,"Kahului, HI: Kahului Airport",OGG
September 2000,108.85,9.32,"Kahului, HI: Kahului Airport",OGG
October 2000,113.27,11.5,"Kahului, HI: Kahului Airport",OGG
November 2000,40.66,10.09,"Kahului, HI: Kahului Airport",OGG
December 2000,61.44,8.81,"Kahului, HI: Kahului Airport",OGG
January 2001,57.86,7.7,"Kahului, HI: Kahului Airport",OGG
February 2001,37.2,14.07,"Kahului, HI: Kahului Airport",OGG
March 2001,46.07,16.05,"Kahului, HI: Kahului Airport",OGG
April 2001,45.48,12.24,"Kahului, HI: Kahului Airport",OGG
May 2001,38.32,7.66,"Kahului, HI: Kahului Airport",OGG
June 2001,44.31,16.26,"Kahului, HI: Kahului Airport",OGG
July 2001,40.76,12.81,"Kahului, HI: Kahului Airport",OGG
August 2001,36.46,13.48,"Kahului, HI: Kahului Airport",OGG
September 2001,60.35,8.53,"Kahului, HI: Kahului Airport",OGG
October 2001,34.14,17.85,"Kahului, HI: Kahului Airport",OGG
November 2001,40.59,19.16,"Kahului, HI: Kahului Airport",OGG
December 2001,49.28,20.64,"Kahului, HI: Kahului Airport",OGG
January 2002,51.92,24.78,"Kahului, HI: Kahului Airport",OGG
February 2002,53.04,18.0,"Kahului, HI: Kahului Airport",OGG
March 2002,62.43,13.91,"Kahului, HI: Kahului Airport",OGG
April 2002,41.78,11.38,"Kahului, HI: Kahului Airport",OGG
May 2002,45.19,9.23,"Kahului, HI: Kahului Airport",OGG
June 2002,69.13,13.86,"Kahului, HI: Kahului Airport",OGG
July 2002,47.86,8.02,"Kahului, HI: Kahului Airport",OGG
August 2002,54.63,8.57,"Kahului, HI: Kahului Airport",OGG
September 2002,150.93,4.93,"Kahului, HI: Kahului Airport",OGG
October 2002,120.23,7.14,"Kahului, HI: Kahului Airport",OGG
November 2002,115.94,5.26,"Kahului, HI: Kahului Airport",OGG
December 2002,50.69,12.61,"Kahului, HI: Kahului Airport",OGG
January 2003,43.26,12.67,"Kahului, HI: Kahului Airport",OGG
February 2003,55.27,10.57,"Kahului, HI: Kahului Airport",OGG
March 2003,55.73,11.78,"Kahului, HI: Kahului Airport",OGG
April 2003,76.7,7.43,"Kahului, HI: Kahului Airport",OGG
May 2003,66.74,6.73,"Kahului, HI: Kahului Airport",OGG
June 2003,68.72,5.91,"Kahului, HI: Kahului Airport",OGG
July 2003,77.64,7.23,"Kahului, HI: Kahului Airport",OGG
August 2003,84.06,9.44,"Kahului, HI: Kahului Airport",OGG
September 2003,219.29,4.43,"Kahului, HI: Kahului Airport",OGG
October 2003,68.58,4.99,"Kahului, HI: Kahului Airport",OGG
November 2003,68.21,5.68,"Kahului, HI: Kahului Airport",OGG
December 2003,57.83,6.89,"Kahului, HI: Kahului Airport",OGG
January 2004,80.83,10.78,"Kahului, HI: Kahului Airport",OGG
February 2004,80.47,10.38,"Kahului, HI: Kahului Airport",OGG
March 2004,71.05,8.33,"Kahului, HI: Kahului Airport",OGG
April 2004,63.04,4.86,"Kahului, HI: Kahului Airport",OGG
May 2004,98.92,3.29,"Kahului, HI: Kahului Airport",OGG
June 2004,55.81,5.66,"Kahului, HI: Kahului Airport",OGG
July 2004,92.71,6.8,"Kahului, HI: Kahului Airport",OGG
August 2004,73.29,6.89,"Kahului, HI: Kahului Airport",OGG
September 2004,81.33,4.19,"Kahului, HI: Kahului Airport",OGG
October 2004,88.52,4.39,"Kahului, HI: Kahului Airport",OGG
November 2004,52.49,6.34,"Kahului, HI: Kahului Airport",OGG
December 2004,44.87,5.06,"Kahului, HI: Kahului Airport",OGG
January 2005,59.71,9.42,"Kahului, HI: Kahului Airport",OGG
February 2005,61.51,6.69,"Kahului, HI: Kahului Airport",OGG
March 2005,44.74,13.31,"Kahului, HI: Kahului Airport",OGG
April 2005,46.57,6.43,"Kahului, HI: Kahului Airport",OGG
May 2005,56.78,4.06,"Kahului, HI: Kahului Airport",OGG
June 2005,45.08,6.93,"Kahului, HI: Kahului Airport",OGG
July 2005,76.35,7.66,"Kahului, HI: Kahului Airport",OGG
August 2005,81.31,4.86,"Kahului, HI: Kahului Airport",OGG
September 2005,71.82,4.05,"Kahului, HI: Kahului Airport",OGG
October 2005,64.73,4.49,"Kahului, HI: Kahului Airport",OGG
November 2005,66.94,5.75,"Kahului, HI: Kahului Airport",OGG
December 2005,78.58,10.26,"Kahului, HI: Kahului Airport",OGG
January 2006,59.85,8.65,"Kahului, HI: Kahului Airport",OGG
February 2006,58.88,8.39,"Kahului, HI: Kahului Airport",OGG
March 2006,53.76,11.46,"Kahului, HI: Kahului Airport",OGG
April 2006,52.01,11.37,"Kahului, HI: Kahului Airport",OGG
May 2006,49.75,5.82,"Kahului, HI: Kahului Airport",OGG
June 2006,49.42,7.76,"Kahului, HI: Kahului Airport",OGG
July 2006,61.48,7.77,"Kahului, HI: Kahului Airport",OGG
August 2006,65.05,5.5,"Kahului, HI: Kahului Airport",OGG
September 2006,55.08,4.71,"Kahului, HI: Kahului Airport",OGG
October 2006,67.52,7.1,"Kahului, HI: Kahului Airport",OGG
November 2006,57.13,9.07,"Kahului, HI: Kahului Airport",OGG
December 2006,54.34,8.14,"Kahului, HI: Kahului Airport",OGG
January 2007,47.74,8.66,"Kahului, HI: Kahului Airport",OGG
February 2007,50.67,9.95,"Kahului, HI: Kahului Airport",OGG
March 2007,54.65,7.54,"Kahului, HI: Kahului Airport",OGG
April 2007,50.04,4.62,"Kahului, HI: Kahului Airport",OGG
May 2007,63.77,6.59,"Kahului, HI: Kahului Airport",OGG
June 2007,46.79,10.38,"Kahului, HI: Kahului Airport",OGG
July 2007,53.41,7.71,"Kahului, HI: Kahului Airport",OGG
August 2007,50.89,6.15,"Kahului, HI: Kahului Airport",OGG
September 2007,53.59,5.89,"Kahului, HI: Kahului Airport",OGG
October 2007,54.59,7.01,"Kahului, HI: Kahului Airport",OGG
November 2007,54.67,7.36,"Kahului, HI: Kahului Airport",OGG
December 2007,53.5,7.28,"Kahului, HI: Kahului Airport",OGG
January 2008,58.7,7.07,"Kahului, HI: Kahului Airport",OGG
February 2008,49.63,5.83,"Kahului, HI: Kahului Airport",OGG
March 2008,65.07,8.39,"Kahului, HI: Kahului Airport",OGG
April 2008,67.58,11.85,"Kahului, HI: Kahului Airport",OGG
May 2008,82.43,9.48,"Kahului, HI: Kahului Airport",OGG
June 2008,50.96,8.74,"Kahului, HI: Kahului Airport",OGG
July 2008,49.81,9.21,"Kahului, HI: Kahului Airport",OGG
August 2008,59.49,7.93,"Kahului, HI: Kahului Airport",OGG
September 2008,63.68,4.91,"Kahului, HI: Kahului Airport",OGG
October 2008,55.46,7.11,"Kahului, HI: Kahului Airport",OGG
November 2008,47.33,8.0,"Kahului, HI: Kahului Airport",OGG
December 2008,76.26,14.11,"Kahului, HI: Kahului Airport",OGG
January 2009,72.2,8.67,"Kahului, HI: Kahului Airport",OGG
February 2009,64.19,9.38,"Kahului, HI: Kahului Airport",OGG
March 2009,46.42,8.31,"Kahului, HI: Kahului Airport",OGG
April 2009,56.31,6.15,"Kahului, HI: Kahului Airport",OGG
May 2009,43.45,7.49,"Kahului, HI: Kahului Airport",OGG
June 2009,72.54,7.9,"Kahului, HI: Kahului Airport",OGG
July 2009,55.13,7.24,"Kahului, HI: Kahului Airport",OGG
August 2009,107.57,6.01,"Kahului, HI: Kahului Airport",OGG
September 2009,75.45,4.09,"Kahului, HI: Kahului Airport",OGG
October 2009,49.3,6.18,"Kahului, HI: Kahului Airport",OGG
November 2009,41.41,6.12,"Kahului, HI: Kahului Airport",OGG
December 2009,58.26,10.78,"Kahului, HI: Kahului Airport",OGG
January 2010,50.55,9.8,"Kahului, HI: Kahului Airport",OGG
February 2010,51.09,11.44,"Kahului, HI: Kahului Airport",OGG
March 2010,47.07,8.11,"Kahului, HI: Kahului Airport",OGG
April 2010,68.23,6.7,"Kahului, HI: Kahului Airport",OGG
May 2010,76.66,5.26,"Kahului, HI: Kahului Airport",OGG
June 2010,64.15,6.66,"Kahului, HI: Kahului Airport",OGG
July 2010,47.43,5.83,"Kahului, HI: Kahului Airport",OGG
August 2010,83.54,5.95,"Kahului, HI: Kahului Airport",OGG
September 2010,72.65,4.83,"Kahului, HI: Kahului Airport",OGG
October 2010,52.81,5.67,"Kahului, HI: Kahului Airport",OGG
November 2010,42.85,5.06,"Kahului, HI: Kahului Airport",OGG
December 2010,64.83,9.48,"Kahului, HI: Kahului Airport",OGG
January 2011,65.75,7.11,"Kahului, HI: Kahului Airport",OGG
February 2011,61.19,8.48,"Kahului, HI: Kahului Airport",OGG
March 2011,57.99,11.36,"Kahului, HI: Kahului Airport",OGG
April 2011,91.46,6.51,"Kahului, HI: Kahului Airport",OGG
May 2011,65.13,6.72,"Kahului, HI: Kahului Airport",OGG
June 2011,75.71,7.01,"Kahului, HI: Kahului Airport",OGG
July 2011,74.87,5.85,"Kahului, HI: Kahului Airport",OGG
August 2011,51.29,5.63,"Kahului, HI: Kahului Airport",OGG
September 2011,83.9,5.0,"Kahului, HI: Kahului Airport",OGG
October 2011,96.65,5.43,"Kahului, HI: Kahului Airport",OGG
November 2011,63.07,7.44,"Kahului, HI: Kahului Airport",OGG
December 2011,44.34,6.81,"Kahului, HI: Kahului Airport",OGG
January 2012,61.93,8.66,"Kahului, HI: Kahului Airport",OGG
February 2012,60.02,7.21,"Kahului, HI: Kahului Airport",OGG
March 2012,72.68,9.2,"Kahului, HI: Kahului Airport",OGG
April 2012,70.54,5.97,"Kahului, HI: Kahului Airport",OGG
May 2012,60.92,5.21,"Kahului, HI: Kahului Airport",OGG
June 2012,78.73,6.38,"Kahului, HI: Kahului Airport",OGG
July 2012,65.76,11.54,"Kahului, HI: Kahului Airport",OGG
August 2012,67.28,11.25,"Kahului, HI: Kahului Airport",OGG
September 2012,58.14,6.15,"Kahului, HI: Kahului Airport",OGG
October 2012,66.09,6.48,"Kahului, HI: Kahului Airport",OGG
November 2012,71.54,8.38,"Kahului, HI: Kahului Airport",OGG
December 2012,60.26,10.13,"Kahului, HI: Kahului Airport",OGG
January 2013,67.94,9.34,"Kahului, HI: Kahului Airport",OGG
February 2013,56.41,8.93,"Kahului, HI: Kahului Airport",OGG
March 2013,46.93,13.89,"Kahului, HI: Kahului Airport",OGG
April 2013,58.59,11.26,"Kahului, HI: Kahului Airport",OGG
May 2013,68.93,13.43,"Kahului, HI: Kahului Airport",OGG
June 2013,68.87,11.11,"Kahului, HI: Kahului Airport",OGG
July 2013,89.25,9.97,"Kahului, HI: Kahului Airport",OGG
August 2013,58.55,10.25,"Kahului, HI: Kahului Airport",OGG
September 2013,71.08,4.55,"Kahului, HI: Kahului Airport",OGG
October 2013,58.2,4.95,"Kahului, HI: Kahului Airport",OGG
November 2013,63.35,5.9,"Kahului, HI: Kahului Airport",OGG
December 2013,61.68,7.61,"Kahului, HI: Kahului Airport",OGG
January 2014,57.43,8.53,"Kahului, HI: Kahului Airport",OGG
February 2014,48.15,10.87,"Kahului, HI: Kahului Airport",OGG
March 2014,50.03,9.9,"Kahului, HI: Kahului Airport",OGG
April 2014,63.85,6.36,"Kahului, HI: Kahului Airport",OGG
May 2014,50.11,6.78,"Kahului, HI: Kahului Airport",OGG
June 2014,84.13,5.74,"Kahului, HI: Kahului Airport",OGG
July 2014,60.42,5.88,"Kahului, HI: Kahului Airport",OGG
August 2014,84.69,6.08,"Kahului, HI: Kahului Airport",OGG
September 2014,77.78,7.27,"Kahului, HI: Kahului Airport",OGG
October 2014,51.26,9.36,"Kahului, HI: Kahului Airport",OGG
November 2014,51.71,7.78,"Kahului, HI: Kahului Airport",OGG
December 2014,66.32,12.89,"Kahului, HI: Kahului Airport",OGG
January 2015,54.39,13.5,"Kahului, HI: Kahului Airport",OGG
February 2015,55.93,14.24,"Kahului, HI: Kahului Airport",OGG
March 2015,48.37,13.97,"Kahului, HI: Kahului Airport",OGG
April 2015,55.8,6.56,"Kahului, HI: Kahului Airport",OGG
May 2015,60.84,10.13,"Kahului, HI: Kahului Airport",OGG
June 2015,62.37,11.48,"Kahului, HI: Kahului Airport",OGG
July 2015,43.44,10.92,"Kahului, HI: Kahului Airport",OGG
August 2015,53.86,15.84,"Kahului, HI: Kahului Airport",OGG
September 2015,58.5,12.3,"Kahului, HI: Kahului Airport",OGG
October 2015,56.36,8.89,"Kahului, HI: Kahului Airport",OGG
November 2015,43.27,7.22,"Kahului, HI: Kahului Airport",OGG
December 2015,61.53,9.72,"Kahului, HI: Kahului Airport",OGG
January 2016,60.53,11.89,"Kahului, HI: Kahului Airport",OGG
February 2016,59.2,10.15,"Kahului, HI: Kahului Airport",OGG
March 2016,79.07,12.69,"Kahului, HI: Kahului Airport",OGG
April 2016,83.53,6.34,"Kahului, HI: Kahului Airport",OGG
May 2016,52.56,7.43,"Kahului, HI: Kahului Airport",OGG
June 2016,59.53,11.1,"Kahului, HI: Kahului Airport",OGG
July 2016,60.42,8.93,"Kahului, HI: Kahului Airport",OGG
August 2016,69.6,8.5,"Kahului, HI: Kahului Airport",OGG
September 2016,74.29,7.29,"Kahului, HI: Kahului Airport",OGG
October 2016,48.03,8.76,"Kahului, HI: Kahului Airport",OGG
November 2016,50.02,6.66,"Kahului, HI: Kahului Airport",OGG
December 2016,54.09,15.1,"Kahului, HI: Kahului Airport",OGG
January 2017,60.8,15.09,"Kahului, HI: Kahului Airport",OGG
February 2017,57.79,20.99,"Kahului, HI: Kahului Airport",OGG
March 2017,65.57,13.83,"Kahului, HI: Kahului Airport",OGG
April 2017,54.28,10.43,"Kahului, HI: Kahului Airport",OGG
May 2017,52.62,9.16,"Kahului, HI: Kahului Airport",OGG
June 2017,73.91,7.16,"Kahului, HI: Kahului Airport",OGG
July 2017,74.2,6.54,"Kahului, HI: Kahului Airport",OGG
August 2017,69.75,6.19,"Kahului, HI: Kahului Airport",OGG
September 2017,56.81,5.66,"Kahului, HI: Kahului Airport",OGG
October 2017,70.51,9.71,"Kahului, HI: Kahului Airport",OGG
November 2017,52.59,10.48,"Kahului, HI: Kahului Airport",OGG
December 2017,55.94,15.21,"Kahului, HI: Kahului Airport",OGG
January 2018,56.11,9.94,"Kahului, HI: Kahului Airport",OGG
February 2018,55.0,16.6,"Kahului, HI: Kahului Airport",OGG
March 2018,46.2,11.69,"Kahului, HI: Kahului Airport",OGG
April 2018,46.18,11.08,"Kahului, HI: Kahului Airport",OGG
May 2018,49.66,10.26,"Kahului, HI: Kahului Airport",OGG
June 2018,72.09,8.99,"Kahului, HI: Kahului Airport",OGG
July 2018,62.98,8.5,"Kahului, HI: Kahului Airport",OGG
August 2018,71.82,11.77,"Kahului, HI: Kahului Airport",OGG
September 2018,46.65,7.9,"Kahului, HI: Kahului Airport",OGG
October 2018,68.25,9.89,"Kahului, HI: Kahului Airport",OGG
November 2018,62.3,9.21,"Kahului, HI: Kahului Airport",OGG
December 2018,44.22,8.97,"Kahului, HI: Kahului Airport",OGG
January 2019,74.95,10.41,"Kahului, HI: Kahului Airport",OGG
February 2019,70.01,18.14,"Kahului, HI: Kahului Airport",OGG
March 2019,53.44,13.16,"Kahului, HI: Kahului Airport",OGG
April 2019,64.42,8.45,"Kahului, HI: Kahului Airport",OGG
May 2019,81.63,8.55,"Kahului, HI: Kahului Airport",OGG
June 2019,89.93,11.08,"Kahului, HI: Kahului Airport",OGG
July 2019,83.13,12.33,"Kahului, HI: Kahului Airport",OGG
August 2019,55.35,10.57,"Kahului, HI: Kahului Airport",OGG
September 2019,59.05,7.26,"Kahului, HI: Kahului Airport",OGG
October 2019,54.83,10.72,"Kahului, HI: Kahului Airport",OGG
November 2019,75.73,6.7,"Kahului, HI: Kahului Airport",OGG
December 2019,58.66,12.4,"Kahului, HI: Kahului Airport",OGG
January 2020,42.22,12.26,"Kahului, HI: Kahului Airport",OGG
February 2020,64.19,10.2,"Kahului, HI: Kahului Airport",OGG
March 2020,67.17,8.96,"Kahului, HI: Kahului Airport",OGG
April 2020,173.5,1.33,"Kahului, HI: Kahului Airport",OGG
May 2020,49.0,2.76,"Kahului, HI: Kahului Airport",OGG
June 2020,122.86,7.35,"Kahului, HI: Kahului Airport",OGG
July 2020,121.32,2.69,"Kahului, HI: Kahului Airport",OGG
August 2020,36.82,1.67,"Kahului, HI: Kahului Airport",OGG
September 2020,33.17,1.61,"Kahului, HI: Kahului Airport",OGG
October 2020,206.59,2.12,"Kahului, HI: Kahului Airport",OGG
November 2020,60.43,4.46,"Kahului, HI: Kahului Airport",OGG
December 2020,78.82,5.68,"Kahului, HI: Kahului Airport",OGG
January 2021,114.51,5.25,"Kahului, HI: Kahului Airport",OGG
February 2021,93.63,7.37,"Kahului, HI: Kahului Airport",OGG
March 2021,47.08,12.62,"Kahului, HI: Kahului Airport",OGG
April 2021,41.62,13.68,"Kahului, HI: Kahului Airport",OGG
May 2021,70.12,12.2,"Kahului, HI: Kahului Airport",OGG
June 2021,48.25,21.27,"Kahului, HI: Kahului Airport",OGG
July 2021,49.94,20.4,"Kahului, HI: Kahului Airport",OGG
August 2021,52.99,15.87,"Kahului, HI: Kahului Airport",OGG
September 2021,44.02,7.1,"Kahului, HI: Kahului Airport",OGG
October 2021,57.55,10.11,"Kahului, HI: Kahului Airport",OGG
November 2021,46.64,10.88,"Kahului, HI: Kahului Airport",OGG
December 2021,63.59,24.99,"Kahului, HI: Kahului Airport",OGG
January 2022,68.34,20.26,"Kahului, HI: Kahului Airport",OGG
February 2022,49.93,13.39,"Kahului, HI: Kahului Airport",OGG
March 2022,46.91,17.06,"Kahului, HI: Kahului Airport",OGG
April 2022,45.09,26.22,"Kahului, HI: Kahului Airport",OGG
May 2022,36.39,16.27,"Kahului, HI: Kahului Airport",OGG
June 2022,42.19,28.17,"Kahului, HI: Kahului Airport",OGG
July 2022,49.67,21.69,"Kahului, HI: Kahului Airport",OGG
August 2022,41.02,21.39,"Kahului, HI: Kahului Airport",OGG
September 2022,53.19,15.89,"Kahului, HI: Kahului Airport",OGG
October 2022,47.71,26.39,"Kahului, HI: Kahului Airport",OGG
November 2022,46.4,23.81,"Kahului, HI: Kahului Airport",OGG
December 2022,83.34,34.69,"Kahului, HI: Kahului Airport",OGG
January 2023,55.06,24.57,"Kahului, HI: Kahului Airport",OGG
February 2023,53.27,23.22,"Kahului, HI: Kahului Airport",OGG
March 2023,51.44,34.2,"Kahului, HI: Kahului Airport",OGG
April 2023,52.98,30.37,"Kahului, HI: Kahului Airport",OGG
May 2023,59.14,25.37,"Kahului, HI: Kahului Airport",OGG
June 2023,46.03,17.1,"Kahului, HI: Kahului Airport",OGG
July 2023,49.22,15.97,"Kahului, HI: Kahului Airport",OGG
August 2023,76.62,15.84,"Kahului, HI: Kahului Airport",OGG
September 2023,53.97,6.04,"Kahului, HI: Kahului Airport",OGG
October 2023,43.61,14.91,"Kahului, HI: Kahului Airport",OGG
November 2023,44.34,11.85,"Kahului, HI: Kahului Airport",OGG
December 2023,48.84,12.47,"Kahului, HI: Kahului Airport",OGG
January 2024,53.93,18.96,"Kahului, HI: Kahului Airport",OGG
February 2024,53.29,14.58,"Kahului, HI: Kahului Airport",OGG
March 2024,52.55,11.39,"Kahului, HI: Kahului Airport",OGG
April 2024,62.69,10.87,"Kahului, HI: Kahului Airport",OGG
May 2024,48.49,14.62,"Kahului, HI: Kahului Airport",OGG
June 2024,60.97,9.09,"Kahului, HI: Kahului Airport",OGG
July 2024,64.32,12.46,"Kahului, HI: Kahului Airport",OGG
August 2024,59.68,10.76,"Kahului, HI: Kahului Airport",OGG
January 2000,105.6,7.94,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2000,26.9,17.24,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2000,79.8,8.06,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2000,71.9,16.67,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2000,51.38,6.61,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2000,193.9,17.5,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2000,113.22,14.52,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2000,121.88,19.35,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2000,51.4,8.33,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2000,103.95,16.13,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2000,38.11,8.41,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2000,53.53,4.9,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2001,39.92,4.93,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2001,41.42,17.13,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2001,41.68,15.92,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2001,38.96,7.56,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2001,65.29,8.09,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2001,50.59,15.84,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2001,60.35,13.3,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2001,55.33,10.46,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2001,91.48,6.3,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2001,65.45,12.09,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2001,111.55,9.17,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2001,41.4,16.13,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2002,61.58,9.68,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2002,102.31,11.61,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
March 2002,36.0,13.71,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
April 2002,130.86,11.67,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
May 2002,34.5,4.84,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
June 2002,65.67,8.33,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
July 2002,116.17,7.74,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
August 2002,57.25,5.16,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
September 2002,47.22,6.0,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
October 2002,57.91,7.1,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
November 2002,63.6,3.33,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
December 2002,148.92,7.59,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
January 2003,132.73,8.21,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
February 2003,60.92,9.09,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA
