Date,Airport,Airport Code,Delay Minutes,Airport Delay %
June 2016,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,87.02,9.76
July 2016,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,56.41,10.61
August 2016,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,50.95,8.41
September 2016,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,48.63,7.16
October 2016,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,51.77,9.07
November 2016,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,57.05,6.03
December 2016,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,68.72,12.68
January 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,48.3,15.74
February 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,63.75,18.73
March 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,104.3,11.7
April 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,53.37,9.52
May 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,85.94,8.19
June 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,51.52,7.66
July 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,92.52,6.72
August 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,72.95,4.31
September 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,39.48,4.18
October 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,54.77,8.92
November 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,51.53,9.03
December 2017,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,57.82,14.82
January 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,62.42,9.01
February 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,72.31,15.94
March 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,44.86,15.0
April 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,72.26,8.81
May 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,72.08,6.59
June 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,43.65,6.62
July 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,51.52,6.1
August 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,109.34,13.76
September 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,54.91,4.87
October 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,61.12,6.36
November 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,93.23,6.73
December 2018,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,45.9,7.53
January 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,57.03,9.7
February 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,45.06,16.18
March 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,51.16,11.01
April 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,53.31,7.17
May 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,74.16,7.09
June 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,75.96,8.55
July 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,83.71,7.4
August 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,69.41,6.98
September 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,99.56,4.88
October 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,45.18,9.33
November 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,69.57,6.09
December 2019,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,63.39,9.51
January 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,64.38,10.64
February 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,77.78,6.17
March 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,84.25,7.07
April 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,297.5,1.2
May 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,42.1,4.07
June 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,27.62,4.28
July 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,37.91,2.12
August 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,277.2,1.07
September 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,70.4,1.72
October 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,59.37,3.58
November 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,75.28,4.47
December 2020,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,79.0,4.88
January 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,202.88,2.9
February 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,89.71,5.35
March 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,63.51,8.44
April 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,50.87,10.23
May 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,56.86,8.54
June 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,54.14,10.57
July 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,65.8,13.99
August 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,55.03,8.11
September 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,48.99,4.92
October 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,59.11,6.76
November 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,54.16,9.63
December 2021,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,82.85,19.95
January 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,83.42,17.24
February 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,41.33,11.16
March 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,47.99,15.93
April 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,53.43,17.61
May 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,39.21,12.55
June 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,55.22,19.9
July 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,55.41,15.91
August 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,35.97,16.6
September 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,37.28,12.79
October 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,52.09,29.14
November 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,44.69,19.9
December 2022,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,79.4,30.77
January 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,57.62,17.87
February 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,64.74,16.0
March 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,50.55,27.02
April 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,46.98,22.46
May 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,58.18,17.64
June 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,43.54,16.72
July 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,51.65,12.97
August 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,48.96,13.03
September 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,48.24,7.71
October 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,55.57,13.67
November 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,41.87,9.12
December 2023,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,47.49,12.51
January 2024,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,77.29,16.83
February 2024,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,74.61,14.79
March 2024,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,71.66,7.74
April 2024,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,72.3,11.0
May 2024,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,56.24,13.91
June 2024,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,69.31,9.86
July 2024,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,84.69,11.76
August 2024,"Kona, HI: Ellison Onizuka Kona International at Keahole",KOA,68.75,11.0
January 2000,"Lihue, HI: Lihue Airport",LIH,16.0,4.88
February 2000,"Lihue, HI: Lihue Airport",LIH,51.0,10.81
March 2000,"Lihue, HI: Lihue Airport",LIH,114.0,5.13
April 2000,"Lihue, HI: Lihue Airport",LIH,85.25,10.0
May 2000,"Lihue, HI: Lihue Airport",LIH,51.0,2.56
June 2000,"Lihue, HI: Lihue Airport",LIH,46.0,5.26
July 2000,"Lihue, HI: Lihue Airport",LIH,68.64,26.83
August 2000,"Lihue, HI: Lihue Airport",LIH,174.73,28.21
September 2000,"Lihue, HI: Lihue Airport",LIH,77.0,2.56
October 2000,"Lihue, HI: Lihue Airport",LIH,76.0,2.44
November 2000,"Lihue, HI: Lihue Airport",LIH,32.2,5.24
December 2000,"Lihue, HI: Lihue Airport",LIH,30.24,2.88
January 2001,"Lihue, HI: Lihue Airport",LIH,33.07,1.82
February 2001,"Lihue, HI: Lihue Airport",LIH,32.29,12.23
March 2001,"Lihue, HI: Lihue Airport",LIH,34.56,10.92
April 2001,"Lihue, HI: Lihue Airport",LIH,33.16,6.32
May 2001,"Lihue, HI: Lihue Airport",LIH,26.12,5.13
June 2001,"Lihue, HI: Lihue Airport",LIH,31.79,12.42
July 2001,"Lihue, HI: Lihue Airport",LIH,30.54,9.98
August 2001,"Lihue, HI: Lihue Airport",LIH,40.15,10.55
September 2001,"Lihue, HI: Lihue Airport",LIH,50.5,3.96
October 2001,"Lihue, HI: Lihue Airport",LIH,42.44,17.71
November 2001,"Lihue, HI: Lihue Airport",LIH,228.29,10.94
December 2001,"Lihue, HI: Lihue Airport",LIH,57.67,17.91
January 2002,"Lihue, HI: Lihue Airport",LIH,64.5,21.21
February 2002,"Lihue, HI: Lihue Airport",LIH,23.33,5.0
March 2002,"Lihue, HI: Lihue Airport",LIH,56.5,5.97
April 2002,"Lihue, HI: Lihue Airport",LIH,27.33,4.92
May 2002,"Lihue, HI: Lihue Airport",LIH,46.0,3.23
June 2002,"Lihue, HI: Lihue Airport",LIH,115.29,8.75
July 2002,"Lihue, HI: Lihue Airport",LIH,121.45,11.34
August 2002,"Lihue, HI: Lihue Airport",LIH,194.88,6.96
September 2002,"Lihue, HI: Lihue Airport",LIH,29.7,10.2
October 2002,"Lihue, HI: Lihue Airport",LIH,172.14,6.93
November 2002,"Lihue, HI: Lihue Airport",LIH,66.2,5.05
December 2002,"Lihue, HI: Lihue Airport",LIH,94.17,5.88
January 2003,"Lihue, HI: Lihue Airport",LIH,52.67,2.97
February 2003,"Lihue, HI: Lihue Airport",LIH,24.5,4.35
March 2003,"Lihue, HI: Lihue Airport",LIH,63.57,5.65
April 2003,"Lihue, HI: Lihue Airport",LIH,83.14,5.56
May 2003,"Lihue, HI: Lihue Airport",LIH,198.33,4.48
June 2003,"Lihue, HI: Lihue Airport",LIH,102.6,3.62
July 2003,"Lihue, HI: Lihue Airport",LIH,74.44,6.04
August 2003,"Lihue, HI: Lihue Airport",LIH,198.83,7.89
September 2003,"Lihue, HI: Lihue Airport",LIH,27.8,4.0
October 2003,"Lihue, HI: Lihue Airport",LIH,168.2,3.91
November 2003,"Lihue, HI: Lihue Airport",LIH,36.75,3.27
December 2003,"Lihue, HI: Lihue Airport",LIH,101.32,4.96
January 2004,"Lihue, HI: Lihue Airport",LIH,56.96,8.02
February 2004,"Lihue, HI: Lihue Airport",LIH,74.73,8.89
March 2004,"Lihue, HI: Lihue Airport",LIH,51.9,4.98
April 2004,"Lihue, HI: Lihue Airport",LIH,49.67,1.47
May 2004,"Lihue, HI: Lihue Airport",LIH,31.73,1.74
June 2004,"Lihue, HI: Lihue Airport",LIH,66.52,3.54
July 2004,"Lihue, HI: Lihue Airport",LIH,165.0,1.14
August 2004,"Lihue, HI: Lihue Airport",LIH,81.24,4.18
September 2004,"Lihue, HI: Lihue Airport",LIH,91.0,1.36
October 2004,"Lihue, HI: Lihue Airport",LIH,38.64,3.65
November 2004,"Lihue, HI: Lihue Airport",LIH,39.58,3.35
December 2004,"Lihue, HI: Lihue Airport",LIH,115.58,1.98
January 2005,"Lihue, HI: Lihue Airport",LIH,81.09,3.67
February 2005,"Lihue, HI: Lihue Airport",LIH,98.94,3.01
March 2005,"Lihue, HI: Lihue Airport",LIH,43.69,5.14
April 2005,"Lihue, HI: Lihue Airport",LIH,31.59,2.9
May 2005,"Lihue, HI: Lihue Airport",LIH,68.5,0.96
June 2005,"Lihue, HI: Lihue Airport",LIH,141.33,1.85
July 2005,"Lihue, HI: Lihue Airport",LIH,73.42,2.71
August 2005,"Lihue, HI: Lihue Airport",LIH,128.07,2.17
September 2005,"Lihue, HI: Lihue Airport",LIH,82.14,2.31
October 2005,"Lihue, HI: Lihue Airport",LIH,44.08,1.94
November 2005,"Lihue, HI: Lihue Airport",LIH,89.34,4.82
December 2005,"Lihue, HI: Lihue Airport",LIH,86.29,2.69
January 2006,"Lihue, HI: Lihue Airport",LIH,58.35,2.75
February 2006,"Lihue, HI: Lihue Airport",LIH,53.57,2.44
March 2006,"Lihue, HI: Lihue Airport",LIH,42.69,5.45
April 2006,"Lihue, HI: Lihue Airport",LIH,36.01,7.57
May 2006,"Lihue, HI: Lihue Airport",LIH,52.55,3.77
June 2006,"Lihue, HI: Lihue Airport",LIH,43.24,5.43
July 2006,"Lihue, HI: Lihue Airport",LIH,35.81,3.68
August 2006,"Lihue, HI: Lihue Airport",LIH,50.96,2.92
September 2006,"Lihue, HI: Lihue Airport",LIH,50.22,2.65
October 2006,"Lihue, HI: Lihue Airport",LIH,80.79,6.25
November 2006,"Lihue, HI: Lihue Airport",LIH,45.03,4.33
December 2006,"Lihue, HI: Lihue Airport",LIH,49.71,3.4
January 2007,"Lihue, HI: Lihue Airport",LIH,53.91,6.23
February 2007,"Lihue, HI: Lihue Airport",LIH,35.35,4.22
March 2007,"Lihue, HI: Lihue Airport",LIH,36.71,4.1
April 2007,"Lihue, HI: Lihue Airport",LIH,43.68,2.89
May 2007,"Lihue, HI: Lihue Airport",LIH,72.56,5.14
June 2007,"Lihue, HI: Lihue Airport",LIH,44.26,6.85
July 2007,"Lihue, HI: Lihue Airport",LIH,47.77,5.82
August 2007,"Lihue, HI: Lihue Airport",LIH,51.99,5.12
September 2007,"Lihue, HI: Lihue Airport",LIH,60.47,4.07
October 2007,"Lihue, HI: Lihue Airport",LIH,63.09,6.66
November 2007,"Lihue, HI: Lihue Airport",LIH,49.61,6.33
December 2007,"Lihue, HI: Lihue Airport",LIH,58.21,5.18
January 2008,"Lihue, HI: Lihue Airport",LIH,51.16,3.28
February 2008,"Lihue, HI: Lihue Airport",LIH,49.64,5.4
March 2008,"Lihue, HI: Lihue Airport",LIH,58.2,5.26
April 2008,"Lihue, HI: Lihue Airport",LIH,40.85,11.25
May 2008,"Lihue, HI: Lihue Airport",LIH,41.06,10.6
June 2008,"Lihue, HI: Lihue Airport",LIH,42.72,7.43
July 2008,"Lihue, HI: Lihue Airport",LIH,58.91,10.77
August 2008,"Lihue, HI: Lihue Airport",LIH,68.58,7.55
September 2008,"Lihue, HI: Lihue Airport",LIH,108.55,4.5
October 2008,"Lihue, HI: Lihue Airport",LIH,46.4,5.91
November 2008,"Lihue, HI: Lihue Airport",LIH,57.85,5.82
December 2008,"Lihue, HI: Lihue Airport",LIH,59.08,13.27
January 2009,"Lihue, HI: Lihue Airport",LIH,64.91,7.12
February 2009,"Lihue, HI: Lihue Airport",LIH,52.96,6.7
March 2009,"Lihue, HI: Lihue Airport",LIH,46.3,6.67
April 2009,"Lihue, HI: Lihue Airport",LIH,48.04,5.76
May 2009,"Lihue, HI: Lihue Airport",LIH,49.15,6.78
June 2009,"Lihue, HI: Lihue Airport",LIH,66.43,6.99
July 2009,"Lihue, HI: Lihue Airport",LIH,69.4,7.88
August 2009,"Lihue, HI: Lihue Airport",LIH,60.54,6.15
September 2009,"Lihue, HI: Lihue Airport",LIH,53.53,4.65
October 2009,"Lihue, HI: Lihue Airport",LIH,72.35,6.86
November 2009,"Lihue, HI: Lihue Airport",LIH,58.37,4.5
December 2009,"Lihue, HI: Lihue Airport",LIH,57.76,8.3
January 2010,"Lihue, HI: Lihue Airport",LIH,47.0,7.15
February 2010,"Lihue, HI: Lihue Airport",LIH,54.75,6.41
March 2010,"Lihue, HI: Lihue Airport",LIH,48.17,7.52
April 2010,"Lihue, HI: Lihue Airport",LIH,84.63,5.24
May 2010,"Lihue, HI: Lihue Airport",LIH,78.05,4.41
June 2010,"Lihue, HI: Lihue Airport",LIH,58.17,5.4
July 2010,"Lihue, HI: Lihue Airport",LIH,50.24,7.19
August 2010,"Lihue, HI: Lihue Airport",LIH,62.64,7.54
September 2010,"Lihue, HI: Lihue Airport",LIH,63.38,3.71
October 2010,"Lihue, HI: Lihue Airport",LIH,49.31,4.03
November 2010,"Lihue, HI: Lihue Airport",LIH,55.39,4.59
December 2010,"Lihue, HI: Lihue Airport",LIH,53.53,8.01
January 2011,"Lihue, HI: Lihue Airport",LIH,51.95,6.7
February 2011,"Lihue, HI: Lihue Airport",LIH,58.66,10.01
March 2011,"Lihue, HI: Lihue Airport",LIH,66.41,10.41
April 2011,"Lihue, HI: Lihue Airport",LIH,72.14,7.78
May 2011,"Lihue, HI: Lihue Airport",LIH,61.15,6.61
June 2011,"Lihue, HI: Lihue Airport",LIH,82.39,6.52
July 2011,"Lihue, HI: Lihue Airport",LIH,89.3,6.07
August 2011,"Lihue, HI: Lihue Airport",LIH,59.93,4.52
September 2011,"Lihue, HI: Lihue Airport",LIH,90.13,5.76
October 2011,"Lihue, HI: Lihue Airport",LIH,56.17,3.76
November 2011,"Lihue, HI: Lihue Airport",LIH,44.25,8.74
December 2011,"Lihue, HI: Lihue Airport",LIH,56.8,5.33
January 2012,"Lihue, HI: Lihue Airport",LIH,79.56,4.93
February 2012,"Lihue, HI: Lihue Airport",LIH,59.47,7.79
March 2012,"Lihue, HI: Lihue Airport",LIH,68.26,6.71
April 2012,"Lihue, HI: Lihue Airport",LIH,68.43,5.33
May 2012,"Lihue, HI: Lihue Airport",LIH,47.23,4.94
June 2012,"Lihue, HI: Lihue Airport",LIH,58.42,7.26
July 2012,"Lihue, HI: Lihue Airport",LIH,57.83,9.2
August 2012,"Lihue, HI: Lihue Airport",LIH,67.37,12.27
September 2012,"Lihue, HI: Lihue Airport",LIH,103.45,6.45
October 2012,"Lihue, HI: Lihue Airport",LIH,68.62,5.02
November 2012,"Lihue, HI: Lihue Airport",LIH,52.8,7.14
December 2012,"Lihue, HI: Lihue Airport",LIH,59.03,11.12
January 2013,"Lihue, HI: Lihue Airport",LIH,73.79,10.3
February 2013,"Lihue, HI: Lihue Airport",LIH,57.2,9.69
March 2013,"Lihue, HI: Lihue Airport",LIH,44.94,11.33
April 2013,"Lihue, HI: Lihue Airport",LIH,55.35,10.48
May 2013,"Lihue, HI: Lihue Airport",LIH,74.2,14.43
June 2013,"Lihue, HI: Lihue Airport",LIH,66.94,12.16
July 2013,"Lihue, HI: Lihue Airport",LIH,65.77,9.09
August 2013,"Lihue, HI: Lihue Airport",LIH,73.05,9.74
September 2013,"Lihue, HI: Lihue Airport",LIH,52.38,4.28
October 2013,"Lihue, HI: Lihue Airport",LIH,51.69,4.52
November 2013,"Lihue, HI: Lihue Airport",LIH,67.43,6.32
December 2013,"Lihue, HI: Lihue Airport",LIH,79.73,7.66
January 2014,"Lihue, HI: Lihue Airport",LIH,62.51,6.56
February 2014,"Lihue, HI: Lihue Airport",LIH,42.38,7.41
March 2014,"Lihue, HI: Lihue Airport",LIH,45.25,8.12
April 2014,"Lihue, HI: Lihue Airport",LIH,81.28,5.23
May 2014,"Lihue, HI: Lihue Airport",LIH,48.82,6.55
June 2014,"Lihue, HI: Lihue Airport",LIH,48.71,4.2
July 2014,"Lihue, HI: Lihue Airport",LIH,78.15,5.77
August 2014,"Lihue, HI: Lihue Airport",LIH,88.02,4.11
September 2014,"Lihue, HI: Lihue Airport",LIH,54.47,6.67
October 2014,"Lihue, HI: Lihue Airport",LIH,50.1,5.48
November 2014,"Lihue, HI: Lihue Airport",LIH,46.23,5.59
December 2014,"Lihue, HI: Lihue Airport",LIH,86.5,7.89
January 2015,"Lihue, HI: Lihue Airport",LIH,56.97,10.14
February 2015,"Lihue, HI: Lihue Airport",LIH,53.86,9.86
March 2015,"Lihue, HI: Lihue Airport",LIH,52.95,10.67
April 2015,"Lihue, HI: Lihue Airport",LIH,66.31,4.99
May 2015,"Lihue, HI: Lihue Airport",LIH,49.75,5.6
June 2015,"Lihue, HI: Lihue Airport",LIH,55.84,5.96
July 2015,"Lihue, HI: Lihue Airport",LIH,68.25,7.09
August 2015,"Lihue, HI: Lihue Airport",LIH,68.06,12.81
September 2015,"Lihue, HI: Lihue Airport",LIH,46.37,12.49
October 2015,"Lihue, HI: Lihue Airport",LIH,39.68,9.65
November 2015,"Lihue, HI: Lihue Airport",LIH,54.41,5.37
December 2015,"Lihue, HI: Lihue Airport",LIH,70.67,5.5
January 2016,"Lihue, HI: Lihue Airport",LIH,53.96,7.96
February 2016,"Lihue, HI: Lihue Airport",LIH,60.45,6.31
March 2016,"Lihue, HI: Lihue Airport",LIH,57.05,8.27
April 2016,"Lihue, HI: Lihue Airport",LIH,42.83,5.51
May 2016,"Lihue, HI: Lihue Airport",LIH,42.31,6.26
June 2016,"Lihue, HI: Lihue Airport",LIH,84.06,7.7
July 2016,"Lihue, HI: Lihue Airport",LIH,70.34,7.57
August 2016,"Lihue, HI: Lihue Airport",LIH,85.65,6.68
September 2016,"Lihue, HI: Lihue Airport",LIH,76.62,7.75
October 2016,"Lihue, HI: Lihue Airport",LIH,44.73,4.89
November 2016,"Lihue, HI: Lihue Airport",LIH,45.87,5.19
December 2016,"Lihue, HI: Lihue Airport",LIH,49.82,10.35
January 2017,"Lihue, HI: Lihue Airport",LIH,52.43,13.65
February 2017,"Lihue, HI: Lihue Airport",LIH,62.33,18.15
March 2017,"Lihue, HI: Lihue Airport",LIH,64.38,11.79
April 2017,"Lihue, HI: Lihue Airport",LIH,66.33,9.38
May 2017,"Lihue, HI: Lihue Airport",LIH,68.08,6.21
June 2017,"Lihue, HI: Lihue Airport",LIH,59.59,5.66
July 2017,"Lihue, HI: Lihue Airport",LIH,88.62,7.41
August 2017,"Lihue, HI: Lihue Airport",LIH,107.6,7.52
September 2017,"Lihue, HI: Lihue Airport",LIH,53.21,3.99
October 2017,"Lihue, HI: Lihue Airport",LIH,74.76,8.01
November 2017,"Lihue, HI: Lihue Airport",LIH,65.05,9.93
December 2017,"Lihue, HI: Lihue Airport",LIH,58.74,18.05
January 2018,"Lihue, HI: Lihue Airport",LIH,91.74,8.63
February 2018,"Lihue, HI: Lihue Airport",LIH,47.07,12.71
March 2018,"Lihue, HI: Lihue Airport",LIH,66.12,11.0
April 2018,"Lihue, HI: Lihue Airport",LIH,61.34,10.53
May 2018,"Lihue, HI: Lihue Airport",LIH,56.78,8.46
June 2018,"Lihue, HI: Lihue Airport",LIH,104.2,5.59
July 2018,"Lihue, HI: Lihue Airport",LIH,69.52,6.85
August 2018,"Lihue, HI: Lihue Airport",LIH,109.27,9.83
September 2018,"Lihue, HI: Lihue Airport",LIH,85.07,6.06
October 2018,"Lihue, HI: Lihue Airport",LIH,90.85,7.36
November 2018,"Lihue, HI: Lihue Airport",LIH,82.44,6.15
December 2018,"Lihue, HI: Lihue Airport",LIH,56.36,8.42
January 2019,"Lihue, HI: Lihue Airport",LIH,63.78,9.07
February 2019,"Lihue, HI: Lihue Airport",LIH,53.49,16.25
March 2019,"Lihue, HI: Lihue Airport",LIH,43.16,11.59
April 2019,"Lihue, HI: Lihue Airport",LIH,94.47,8.4
May 2019,"Lihue, HI: Lihue Airport",LIH,66.37,7.07
June 2019,"Lihue, HI: Lihue Airport",LIH,86.0,8.97
July 2019,"Lihue, HI: Lihue Airport",LIH,92.9,8.07
August 2019,"Lihue, HI: Lihue Airport",LIH,71.22,8.08
September 2019,"Lihue, HI: Lihue Airport",LIH,129.84,6.47
October 2019,"Lihue, HI: Lihue Airport",LIH,92.57,11.06
November 2019,"Lihue, HI: Lihue Airport",LIH,84.51,7.45
December 2019,"Lihue, HI: Lihue Airport",LIH,58.05,8.77
January 2020,"Lihue, HI: Lihue Airport",LIH,86.61,8.49
February 2020,"Lihue, HI: Lihue Airport",LIH,137.26,7.17
March 2020,"Lihue, HI: Lihue Airport",LIH,84.5,7.74
April 2020,"Lihue, HI: Lihue Airport",LIH,206.8,1.62
May 2020,"Lihue, HI: Lihue Airport",LIH,29.75,1.89
June 2020,"Lihue, HI: Lihue Airport",LIH,57.8,1.77
July 2020,"Lihue, HI: Lihue Airport",LIH,83.38,2.0
August 2020,"Lihue, HI: Lihue Airport",LIH,32.67,0.81
September 2020,"Lihue, HI: Lihue Airport",LIH,47.25,1.73
October 2020,"Lihue, HI: Lihue Airport",LIH,42.5,2.12
November 2020,"Lihue, HI: Lihue Airport",LIH,99.0,3.06
December 2020,"Lihue, HI: Lihue Airport",LIH,52.0,1.04
January 2021,"Lihue, HI: Lihue Airport",LIH,103.18,3.83
February 2021,"Lihue, HI: Lihue Airport",LIH,52.0,2.25
March 2021,"Lihue, HI: Lihue Airport",LIH,23.38,3.64
April 2021,"Lihue, HI: Lihue Airport",LIH,116.84,3.04
May 2021,"Lihue, HI: Lihue Airport",LIH,69.2,4.45
June 2021,"Lihue, HI: Lihue Airport",LIH,64.31,9.31
July 2021,"Lihue, HI: Lihue Airport",LIH,46.54,8.87
August 2021,"Lihue, HI: Lihue Airport",LIH,42.66,6.72
September 2021,"Lihue, HI: Lihue Airport",LIH,49.11,3.53
October 2021,"Lihue, HI: Lihue Airport",LIH,78.23,8.24
November 2021,"Lihue, HI: Lihue Airport",LIH,50.92,10.11
December 2021,"Lihue, HI: Lihue Airport",LIH,48.29,17.47
January 2022,"Lihue, HI: Lihue Airport",LIH,72.33,15.01
February 2022,"Lihue, HI: Lihue Airport",LIH,47.15,8.98
March 2022,"Lihue, HI: Lihue Airport",LIH,67.34,12.13
April 2022,"Lihue, HI: Lihue Airport",LIH,37.12,14.53
May 2022,"Lihue, HI: Lihue Airport",LIH,46.88,11.09
June 2022,"Lihue, HI: Lihue Airport",LIH,59.56,14.03
July 2022,"Lihue, HI: Lihue Airport",LIH,46.79,15.98
August 2022,"Lihue, HI: Lihue Airport",LIH,52.43,19.26
September 2022,"Lihue, HI: Lihue Airport",LIH,49.02,13.72
October 2022,"Lihue, HI: Lihue Airport",LIH,43.63,26.44
November 2022,"Lihue, HI: Lihue Airport",LIH,42.92,18.57
December 2022,"Lihue, HI: Lihue Airport",LIH,72.82,26.47
January 2023,"Lihue, HI: Lihue Airport",LIH,57.39,18.46
February 2023,"Lihue, HI: Lihue Airport",LIH,52.73,14.67
March 2023,"Lihue, HI: Lihue Airport",LIH,58.92,28.27
April 2023,"Lihue, HI: Lihue Airport",LIH,47.97,26.29
May 2023,"Lihue, HI: Lihue Airport",LIH,56.45,21.76
June 2023,"Lihue, HI: Lihue Airport",LIH,62.76,13.53
