,JAN2015,FEB2015,MAR2015,APR2015,MAY2015,JUN2015,JUL2015,AUG2015,SEP2015,OCT2015,NOV2015,DEC2015,JAN2016,FEB2016,MAR2016,APR2016,MAY2016,JUN2016,JUL2016,AUG2016,SEP2016,OCT2016,NOV2016,DEC2016,JAN2017,FEB2017,MAR2017,APR2017,MAY2017,JUN2017,JUL2017,AUG2017,SEP2017,OCT2017,NOV2017,DEC2017,JAN2018,FEB2018,MAR2018,APR2018,MAY2018,JUN2018,JUL2018,AUG2018,SEP2018,OCT2018,NOV2018,DEC2018,JAN2019,FEB2019,MAR2019,APR2019,MAY2019,JUN2019,JUL2019,AUG2019,SEP2019,OCT2019,NOV2019,DEC2019,JAN2020,FEB2020,MAR2020,APR2020,MAY2020,JUN2020,JUL2020,AUG2020,SEP2020,OCT2020,NOV2020,DEC2020,JAN2021,FEB2021,MAR2021,APR2021,MAY2021,JUN2021,JUL2021,AUG2021,SEP2021,OCT2021,NOV2021,DEC2021,JAN2022,FEB2022,MAR2022,APR2022,MAY2022,JUN2022,JUL2022,AUG2022,SEP2022,OCT2022,NOV2022,DEC2022,JAN2023,FEB2023,MAR2023,APR2023,MAY2023,JUN2023,JUL2023,AUG2023,SEP2023,OCT2023,NOV2023
Lāna'i,6022.280583766392,6705.322862082833,6709.626366388344,5500.420463563199,5623.055323582147,6436.518302800978,4277.614238156164,4699.993089079164,4359.882922992827,4424.8268824300085,3861.0060085011273,4628.726100318991,4920.0577378259695,4318.295385185097,5637.679516676895,7086.496072901899,6220.83187446768,5235.955769927314,5228.300248024706,6294.266587268057,5464.853470461314,5767.137590184722,5573.705968266889,6328.872228107198,5169.463751299787,4893.071420688805,6488.631761709044,6294.52833198175,6335.126058232843,5448.771955302741,5449.394077237687,5639.598604897397,5207.046122350434,5821.027436615801,5313.309721275194,6981.290347478317,6736.648692813361,6899.737797989096,7450.530823253921,6998.161660843394,6742.542430888479,7121.246890567332,6292.088584666299,6478.649973890722,5573.940125420213,6270.609681112217,6612.587424955759,6384.561528014555,6892.127024675444,6815.639674558631,9503.343013607222,6246.481972749986,6834.372074836696,9140.972843900809,9316.85229866976,7902.394244207111,6196.787894258746,7120.771662934028,6131.749052602279,7696.468003473337,6481.824125387288,6735.6074169547055,2783.377822663968,21.27961601307189,25.90337983653077,63.54002978058106,121.01569961958091,80.80845598345658,39.083286948068,595.4992415425116,903.9767358130242,1257.1063883313846,954.1842088769214,1603.177506835572,2590.064267215151,3384.743303812858,4339.466505076487,5055.881235729735,6039.626961610356,5622.090287628839,3914.574258773498,4415.582152959954,4347.418540090696,5562.435900897596,4040.540162901328,4921.370751828635,5499.929395068027,6603.647591484092,5733.464502401405,6075.353322694131,6316.554871194471,5614.61729873296,5978.247362798375,7043.676824410636,6160.478992659671,6679.514871221944,5956.408669358027,5498.710575528901,6960.749323374184,6994.781364907253,7128.512292225551,6001.743286043324,7486.137914567362,7494.639086712436,4635.402957601898,4939.662585821211,5679.145480285121
Hawai'i Island,150883.5288803111,139983.1357466689,161343.44794309343,138966.1128855915,137773.75419331464,149565.51658566788,160374.24392150698,142583.58253247704,132957.35354326785,142937.92035662237,122256.33561368864,160032.3371008109,155892.49481741054,132342.37124593428,144649.32679504203,150115.48729922768,129878.55644223536,152895.4023733434,160523.38148843872,144465.66407140822,130230.73114907238,152091.51993325405,132177.68509728918,176129.14505059205,174108.69365417413,155586.7896013046,169108.07015011297,165327.9463872463,158083.43054214647,166703.06280544764,191320.31444331928,165097.99731170817,140673.069288711,163410.49941977303,155197.20650887888,196875.80984322567,176993.16481453963,182886.2026877398,197032.16010878384,179619.04818963076,138387.0577390247,160395.25067034466,162796.6447612621,141401.96892528466,119992.32938103248,143349.66581250788,142504.25236706686,181943.03539760943,166981.34872926335,160483.02654503577,184848.4905994608,166909.90516376373,155074.28973644806,176920.34346995232,184082.961120941,169310.30792971613,136367.48797947454,160210.2548629389,161481.70537967826,198445.90190907213,184131.1785995804,172896.99969957615,84343.88021649333,700.6018401605385,1299.6862856160983,2605.4033081033763,3608.481367884263,3683.069873981311,3641.696347655661,10640.884772660866,28056.1947939089,48146.944308948616,34278.370864363096,46559.1065852632,82682.28344104819,81961.51355716212,102838.84839301802,136749.73036178964,149349.3497573567,119980.86252650556,80313.04828894408,94173.60712725576,110702.30952488436,143868.9679293771,117660.19129299872,119153.50621128324,145322.8366388763,153639.4211646095,149541.50664942028,163796.47704150056,175854.4586557328,151395.1021765275,133542.15700180642,177196.47836294526,145696.2817723963,182341.3443123868,170077.92605654174,163975.6413018336,179558.8485760864,170898.98945282324,157512.29347850548,172126.27478562662,188290.8323643884,166079.1720413873,149418.83659333986,170474.44263871078,158255.2954082649
Mauritius,103556.0,91066.0,96425.0,90221.0,87054.0,65459.0,95694.0,89422.0,84456.0,109014.0,106204.0,132681.0,118426.0,100706.0,108704.0,91992.0,94830.0,71806.0,108122.0,94920.0,91384.0,130421.0,115782.0,148134.0,124362.0,105049.0,110271.0,111432.0,96557.0,78188.0,112347.0,100191.0,96282.0,130070.0,121496.0,155615.0,120974.0,115600.0,119841.0,104967.0,101138.0,84345.0,115881.0,109471.0,102849.0,134052.0,132126.0,158043.0,122273.0,115613.0,114419.0,108565.0,96814.0,92398.0,115448.0,107275.0,100837.0,129018.0,128730.0,152098.0,137419.0,111560.0,55863.0,10.0,20.0,9.0,45.0,317.0,369.0,1149.0,1177.0,1042.0,1232.0,1229.0,311.0,58.0,115.0,280.0,1242.0,2499.0,2494.0,54434.0,65922.0,49964.0,40028.0,52724.0,66066.0,84268.0,70462.0,63008.0,94084.0,86605.0,81087.0,117323.0,106905.0,134730.0,107684.0,91850.0,105663.0,109031.0,100030.0,82208.0,107832.0,98990.0,97838.0,125645.0,119494.0
Miami,2454284.0,2213534.0,2482025.0,2230170.0,2186881.0,2138333.0,2405582.0,2320508.0,1913021.0,2137014.0,2289907.0,2574498.0,2517425.0,2204236.0,2521258.0,2317102.0,2234328.0,2213230.0,2507558.0,2292380.0,1918842.0,2061108.0,2232299.0,2628538.0,2558176.0,2162302.0,2506336.0,2482711.0,2197647.0,2277365.0,2515136.0,2322895.0,1541661.0,2155218.0,2298998.0,2653489.0,2538710.0,2271384.0,2660089.0,2385795.0,2248936.0,2301398.0,2458433.0,2331213.0,2006239.0,2152806.0,2521474.0,2900105.0,2794449.0,2498654.0,2867203.0,2549980.0,2374620.0,2364616.0,2526246.0,2388923.0,2011271.0,2162923.0,2447443.0,2938749.0,2827878.0,2669708.0,1382307.0,57709.0,124183.0,310604.0,409973.0,435760.0,443289.0,595816.0,780326.0,962355.0,938388.0,826996.0,1250752.0,1401495.0,1659199.0,1728518.0,1930772.0,1790899.0,1469458.0,1834457.0,2226613.0,2660734.0,2186896.0,2208289.0,2721805.0,2617073.0,2479129.0,2417413.0,2750658.0,2523634.0,2193525.0,2517992.0,2688158.0,2990037.0,3039348.0,2739661.0,3115197.0,2917577.0,2647060.0,2589195.0,2880876.0,2652751.0,2303184.0,2530955.0,2880550.0
Trinidad and Tobago,31739.0,27692.0,24720.0,35703.0,30947.0,35449.0,40096.0,59603.0,39590.0,32351.0,33238.0,41096.0,34090.0,27188.0,26069.0,33832.0,36028.0,35567.0,39900.0,60853.0,39755.0,34576.0,33850.0,40759.0,35434.0,23892.0,29071.0,39125.0,33229.0,37697.0,39746.0,61287.0,36555.0,35263.0,31455.0,37938.0,34655.0,26857.0,24441.0,36222.0,31013.0,38770.0,39407.0,56532.0,39025.0,33880.0,33017.0,41268.0,35220.0,23524.0,31467.0,38989.0,32623.0,41450.0,42809.0,61949.0,40446.0,37557.0,33470.0,45906.0,38915.0,29983.0,16257.0,37.0,96.0,643.0,215.0,369.0,404.0,730.0,756.0,1009.0,791.0,545.0,852.0,612.0,597.0,557.0,2447.0,6051.0,7960.0,9802.0,12647.0,18902.0,14578.0,11059.0,15243.0,21300.0,21240.0,23873.0,27273.0,35709.0,29439.0,28817.0,27320.0,33863.0,28880.0,22392.0,21400.0,30921.0,29659.0,31751.0,35840.0,47685.0,40194.0,35936.0,34360.0
St Thomas,216607.0,270099.0,286271.0,246116.0,138180.0,163810.0,148521.0,119634.0,115057.0,140325.0,227580.0,293412.0,189096.0,181131.0,204281.0,152906.0,144634.0,128641.0,149583.0,130165.0,114097.0,148520.0,217448.0,252148.0,233162.0,196441.0,223075.0,173170.0,105324.0,170039.0,150774.0,115448.0,53794.0,123592.0,139286.0,213903.0,146272.0,141500.0,157010.0,121606.0,118202.0,103049.0,119433.0,111216.0,103826.0,134895.0,206212.0,231183.0,216699.0,179760.0,206891.0,137444.0,95171.0,160212.0,138038.0,107639.0,72475.0,140818.0,165321.0,252017.0,227199.0,231538.0,108889.0,1475.0,4550.0,16305.0,34621.0,23631.0,8691.0,23431.0,31190.0,42363.0,36111.0,41316.0,62368.0,60520.0,68275.0,74230.0,82329.0,62844.0,43819.0,62580.0,112567.0,159153.0,87412.0,124204.0,179087.0,146561.0,118574.0,124185.0,139255.0,137658.0,56871.0,101404.0,130719.0,250259.0,245318.0,227075.0,231626.0,208982.0,163200.0,125146.0,144715.0,143533.0,64287.0,107263.0,170043.0
St. Croix,46292.0,28558.0,36604.0,27253.0,16980.0,17818.0,22699.0,15367.0,15450.0,12590.0,31131.0,39752.0,36172.0,19790.0,20033.0,26487.0,15976.0,12851.0,13314.0,10545.0,11345.0,10540.0,20220.0,33044.0,27307.0,24524.0,20896.0,17976.0,13157.0,14471.0,13741.0,10788.0,6441.0,5741.0,10727.0,19663.0,36629.0,18363.0,19026.0,27697.0,16369.0,15334.0,13858.0,12938.0,12516.0,13143.0,22553.0,34346.0,30498.0,25020.0,21015.0,18372.0,15052.0,15327.0,13963.0,10393.0,12509.0,9533.0,17190.0,26161.0,27353.0,18824.0,6015.0,1174.0,2761.0,6624.0,9376.0,5904.0,4870.0,4581.0,7427.0,12482.0,8222.0,15491.0,15138.0,11317.0,13897.0,17390.0,18842.0,11751.0,9856.0,9174.0,18057.0,26806.0,13123.0,21681.0,26776.0,21885.0,13385.0,17453.0,20823.0,10673.0,6826.0,10351.0,30404.0,31687.0,37253.0,38115.0,55895.0,29742.0,16497.0,23522.0,24763.0,16058.0,9924.0,20395.0,21708.0
Trinidad and Tobago,31739.0,27692.0,24720.0,35703.0,30947.0,35449.0,40096.0,59603.0,39590.0,32351.0,33238.0,41096.0,34090.0,27188.0,26069.0,33832.0,36028.0,35567.0,39900.0,60853.0,39755.0,34576.0,33850.0,40759.0,35434.0,23892.0,29071.0,39125.0,33229.0,37697.0,39746.0,61287.0,36555.0,35263.0,31455.0,37938.0,34655.0,26857.0,24441.0,36222.0,31013.0,38770.0,39407.0,56532.0,39025.0,33880.0,33017.0,41268.0,35220.0,23524.0,31467.0,38989.0,32623.0,41450.0,42809.0,61949.0,40446.0,37557.0,33470.0,45906.0,38915.0,29983.0,16257.0,37.0,96.0,643.0,215.0,369.0,404.0,730.0,756.0,1009.0,791.0,545.0,852.0,612.0,597.0,557.0,2447.0,6051.0,7960.0,9802.0,12647.0,18902.0,14578.0,11059.0,15243.0,21300.0,21240.0,23873.0,27273.0,35709.0,29439.0,28817.0,27320.0,33863.0,28880.0,22392.0,21400.0,30921.0,29659.0,31751.0,35840.0,47685.0,40194.0,35936.0,34360.0
St Thomas,216607.0,270099.0,286271.0,246116.0,138180.0,163810.0,148521.0,119634.0,115057.0,140325.0,227580.0,293412.0,189096.0,181131.0,204281.0,152906.0,144634.0,128641.0,149583.0,130165.0,114097.0,148520.0,217448.0,252148.0,233162.0,196441.0,223075.0,173170.0,105324.0,170039.0,150774.0,115448.0,53794.0,123592.0,139286.0,213903.0,146272.0,141500.0,157010.0,121606.0,118202.0,103049.0,119433.0,111216.0,103826.0,134895.0,206212.0,231183.0,216699.0,179760.0,206891.0,137444.0,95171.0,160212.0,138038.0,107639.0,72475.0,140818.0,165321.0,252017.0,227199.0,231538.0,108889.0,1475.0,4550.0,16305.0,34621.0,23631.0,8691.0,23431.0,31190.0,42363.0,36111.0,41316.0,62368.0,60520.0,68275.0,74230.0,82329.0,62844.0,43819.0,62580.0,112567.0,159153.0,87412.0,124204.0,179087.0,146561.0,118574.0,124185.0,139255.0,137658.0,56871.0,101404.0,130719.0,250259.0,245318.0,227075.0,231626.0,208982.0,163200.0,125146.0,144715.0,143533.0,64287.0,107263.0,170043.0
St. Croix,46292.0,28558.0,36604.0,27253.0,16980.0,17818.0,22699.0,15367.0,15450.0,12590.0,31131.0,39752.0,36172.0,19790.0,20033.0,26487.0,15976.0,12851.0,13314.0,10545.0,11345.0,10540.0,20220.0,33044.0,27307.0,24524.0,20896.0,17976.0,13157.0,14471.0,13741.0,10788.0,6441.0,5741.0,10727.0,19663.0,36629.0,18363.0,19026.0,27697.0,16369.0,15334.0,13858.0,12938.0,12516.0,13143.0,22553.0,34346.0,30498.0,25020.0,21015.0,18372.0,15052.0,15327.0,13963.0,10393.0,12509.0,9533.0,17190.0,26161.0,27353.0,18824.0,6015.0,1174.0,2761.0,6624.0,9376.0,5904.0,4870.0,4581.0,7427.0,12482.0,8222.0,15491.0,15138.0,11317.0,13897.0,17390.0,18842.0,11751.0,9856.0,9174.0,18057.0,26806.0,13123.0,21681.0,26776.0,21885.0,13385.0,17453.0,20823.0,10673.0,6826.0,10351.0,30404.0,31687.0,37253.0,38115.0,55895.0,29742.0,16497.0,23522.0,24763.0,16058.0,9924.0,20395.0,21708.0
Trinidad and Tobago,31739.0,27692.0,24720.0,35703.0,30947.0,35449.0,40096.0,59603.0,39590.0,32351.0,33238.0,41096.0,34090.0,27188.0,26069.0,33832.0,36028.0,35567.0,39900.0,60853.0,39755.0,34576.0,33850.0,40759.0,35434.0,23892.0,29071.0,39125.0,33229.0,37697.0,39746.0,61287.0,36555.0,35263.0,31455.0,37938.0,34655.0,26857.0,24441.0,36222.0,31013.0,38770.0,39407.0,56532.0,39025.0,33880.0,33017.0,41268.0,35220.0,23524.0,31467.0,38989.0,32623.0,41450.0,42809.0,61949.0,40446.0,37557.0,33470.0,45906.0,38915.0,29983.0,16257.0,37.0,96.0,643.0,215.0,369.0,404.0,730.0,756.0,1009.0,791.0,545.0,852.0,612.0,597.0,557.0,2447.0,6051.0,7960.0,9802.0,12647.0,18902.0,14578.0,11059.0,15243.0,21300.0,21240.0,23873.0,27273.0,35709.0,29439.0,28817.0,27320.0,33863.0,28880.0,22392.0,21400.0,30921.0,29659.0,31751.0,35840.0,47685.0,40194.0,35936.0,34360.0
St Thomas,216607.0,270099.0,286271.0,246116.0,138180.0,163810.0,148521.0,119634.0,115057.0,140325.0,227580.0,293412.0,189096.0,181131.0,204281.0,152906.0,144634.0,128641.0,149583.0,130165.0,114097.0,148520.0,217448.0,252148.0,233162.0,196441.0,223075.0,173170.0,105324.0,170039.0,150774.0,115448.0,53794.0,123592.0,139286.0,213903.0,146272.0,141500.0,157010.0,121606.0,118202.0,103049.0,119433.0,111216.0,103826.0,134895.0,206212.0,231183.0,216699.0,179760.0,206891.0,137444.0,95171.0,160212.0,138038.0,107639.0,72475.0,140818.0,165321.0,252017.0,227199.0,231538.0,108889.0,1475.0,4550.0,16305.0,34621.0,23631.0,8691.0,23431.0,31190.0,42363.0,36111.0,41316.0,62368.0,60520.0,68275.0,74230.0,82329.0,62844.0,43819.0,62580.0,112567.0,159153.0,87412.0,124204.0,179087.0,146561.0,118574.0,124185.0,139255.0,137658.0,56871.0,101404.0,130719.0,250259.0,245318.0,227075.0,231626.0,208982.0,163200.0,125146.0,144715.0,143533.0,64287.0,107263.0,170043.0
St. Croix,46292.0,28558.0,36604.0,27253.0,16980.0,17818.0,22699.0,15367.0,15450.0,12590.0,31131.0,39752.0,36172.0,19790.0,20033.0,26487.0,15976.0,12851.0,13314.0,10545.0,11345.0,10540.0,20220.0,33044.0,27307.0,24524.0,20896.0,17976.0,13157.0,14471.0,13741.0,10788.0,6441.0,5741.0,10727.0,19663.0,36629.0,18363.0,19026.0,27697.0,16369.0,15334.0,13858.0,12938.0,12516.0,13143.0,22553.0,34346.0,30498.0,25020.0,21015.0,18372.0,15052.0,15327.0,13963.0,10393.0,12509.0,9533.0,17190.0,26161.0,27353.0,18824.0,6015.0,1174.0,2761.0,6624.0,9376.0,5904.0,4870.0,4581.0,7427.0,12482.0,8222.0,15491.0,15138.0,11317.0,13897.0,17390.0,18842.0,11751.0,9856.0,9174.0,18057.0,26806.0,13123.0,21681.0,26776.0,21885.0,13385.0,17453.0,20823.0,10673.0,6826.0,10351.0,30404.0,31687.0,37253.0,38115.0,55895.0,29742.0,16497.0,23522.0,24763.0,16058.0,9924.0,20395.0,21708.0
Trinidad and Tobago,31739.0,27692.0,24720.0,35703.0,30947.0,35449.0,40096.0,59603.0,39590.0,32351.0,33238.0,41096.0,34090.0,27188.0,26069.0,33832.0,36028.0,35567.0,39900.0,60853.0,39755.0,34576.0,33850.0,40759.0,35434.0,23892.0,29071.0,39125.0,33229.0,37697.0,39746.0,61287.0,36555.0,35263.0,31455.0,37938.0,34655.0,26857.0,24441.0,36222.0,31013.0,38770.0,39407.0,56532.0,39025.0,33880.0,33017.0,41268.0,35220.0,23524.0,31467.0,38989.0,32623.0,41450.0,42809.0,61949.0,40446.0,37557.0,33470.0,45906.0,38915.0,29983.0,16257.0,37.0,96.0,643.0,215.0,369.0,404.0,730.0,756.0,1009.0,791.0,545.0,852.0,612.0,597.0,557.0,2447.0,6051.0,7960.0,9802.0,12647.0,18902.0,14578.0,11059.0,15243.0,21300.0,21240.0,23873.0,27273.0,35709.0,29439.0,28817.0,27320.0,33863.0,28880.0,22392.0,21400.0,30921.0,29659.0,31751.0,35840.0,47685.0,40194.0,35936.0,34360.0
St Thomas,216607.0,270099.0,286271.0,246116.0,138180.0,163810.0,148521.0,119634.0,115057.0,140325.0,227580.0,293412.0,189096.0,181131.0,204281.0,152906.0,144634.0,128641.0,149583.0,130165.0,114097.0,148520.0,217448.0,252148.0,233162.0,196441.0,223075.0,173170.0,105324.0,170039.0,150774.0,115448.0,53794.0,123592.0,139286.0,213903.0,146272.0,141500.0,157010.0,121606.0,118202.0,103049.0,119433.0,111216.0,103826.0,134895.0,206212.0,231183.0,216699.0,179760.0,206891.0,137444.0,95171.0,160212.0,138038.0,107639.0,72475.0,140818.0,165321.0,252017.0,227199.0,231538.0,108889.0,1475.0,4550.0,16305.0,34621.0,23631.0,8691.0,23431.0,31190.0,42363.0,36111.0,41316.0,62368.0,60520.0,68275.0,74230.0,82329.0,62844.0,43819.0,62580.0,112567.0,159153.0,87412.0,124204.0,179087.0,146561.0,118574.0,124185.0,139255.0,137658.0,56871.0,101404.0,130719.0,250259.0,245318.0,227075.0,231626.0,208982.0,163200.0,125146.0,144715.0,143533.0,64287.0,107263.0,170043.0
St. Croix,46292.0,28558.0,36604.0,27253.0,16980.0,17818.0,22699.0,15367.0,15450.0,12590.0,31131.0,39752.0,36172.0,19790.0,20033.0,26487.0,15976.0,12851.0,13314.0,10545.0,11345.0,10540.0,20220.0,33044.0,27307.0,24524.0,20896.0,17976.0,13157.0,14471.0,13741.0,10788.0,6441.0,5741.0,10727.0,19663.0,36629.0,18363.0,19026.0,27697.0,16369.0,15334.0,13858.0,12938.0,12516.0,13143.0,22553.0,34346.0,30498.0,25020.0,21015.0,18372.0,15052.0,15327.0,13963.0,10393.0,12509.0,9533.0,17190.0,26161.0,27353.0,18824.0,6015.0,1174.0,2761.0,6624.0,9376.0,5904.0,4870.0,4581.0,7427.0,12482.0,8222.0,15491.0,15138.0,11317.0,13897.0,17390.0,18842.0,11751.0,9856.0,9174.0,18057.0,26806.0,13123.0,21681.0,26776.0,21885.0,13385.0,17453.0,20823.0,10673.0,6826.0,10351.0,30404.0,31687.0,37253.0,38115.0,55895.0,29742.0,16497.0,23522.0,24763.0,16058.0,9924.0,20395.0,21708.0
Trinidad and Tobago,31739.0,27692.0,24720.0,35703.0,30947.0,35449.0,40096.0,59603.0,39590.0,32351.0,33238.0,41096.0,34090.0,27188.0,26069.0,33832.0,36028.0,35567.0,39900.0,60853.0,39755.0,34576.0,33850.0,40759.0,35434.0,23892.0,29071.0,39125.0,33229.0,37697.0,39746.0,61287.0,36555.0,35263.0,31455.0,37938.0,34655.0,26857.0,24441.0,36222.0,31013.0,38770.0,39407.0,56532.0,39025.0,33880.0,33017.0,41268.0,35220.0,23524.0,31467.0,38989.0,32623.0,41450.0,42809.0,61949.0,40446.0,37557.0,33470.0,45906.0,38915.0,29983.0,16257.0,37.0,96.0,643.0,215.0,369.0,404.0,730.0,756.0,1009.0,791.0,545.0,852.0,612.0,597.0,557.0,2447.0,6051.0,7960.0,9802.0,12647.0,18902.0,14578.0,11059.0,15243.0,21300.0,21240.0,23873.0,27273.0,35709.0,29439.0,28817.0,27320.0,33863.0,28880.0,22392.0,21400.0,30921.0,29659.0,31751.0,35840.0,47685.0,40194.0,35936.0,34360.0
St Thomas,216607.0,270099.0,286271.0,246116.0,138180.0,163810.0,148521.0,119634.0,115057.0,140325.0,227580.0,293412.0,189096.0,181131.0,204281.0,152906.0,144634.0,128641.0,149583.0,130165.0,114097.0,148520.0,217448.0,252148.0,233162.0,196441.0,223075.0,173170.0,105324.0,170039.0,150774.0,115448.0,53794.0,123592.0,139286.0,213903.0,146272.0,141500.0,157010.0,121606.0,118202.0,103049.0,119433.0,111216.0,103826.0,134895.0,206212.0,231183.0,216699.0,179760.0,206891.0,137444.0,95171.0,160212.0,138038.0,107639.0,72475.0,140818.0,165321.0,252017.0,227199.0,231538.0,108889.0,1475.0,4550.0,16305.0,34621.0,23631.0,8691.0,23431.0,31190.0,42363.0,36111.0,41316.0,62368.0,60520.0,68275.0,74230.0,82329.0,62844.0,43819.0,62580.0,112567.0,159153.0,87412.0,124204.0,179087.0,146561.0,118574.0,124185.0,139255.0,137658.0,56871.0,101404.0,130719.0,250259.0,245318.0,227075.0,231626.0,208982.0,163200.0,125146.0,144715.0,143533.0,64287.0,107263.0,170043.0
St. Croix,46292.0,28558.0,36604.0,27253.0,16980.0,17818.0,22699.0,15367.0,15450.0,12590.0,31131.0,39752.0,36172.0,19790.0,20033.0,26487.0,15976.0,12851.0,13314.0,10545.0,11345.0,10540.0,20220.0,33044.0,27307.0,24524.0,20896.0,17976.0,13157.0,14471.0,13741.0,10788.0,6441.0,5741.0,10727.0,19663.0,36629.0,18363.0,19026.0,27697.0,16369.0,15334.0,13858.0,12938.0,12516.0,13143.0,22553.0,34346.0,30498.0,25020.0,21015.0,18372.0,15052.0,15327.0,13963.0,10393.0,12509.0,9533.0,17190.0,26161.0,27353.0,18824.0,6015.0,1174.0,2761.0,6624.0,9376.0,5904.0,4870.0,4581.0,7427.0,12482.0,8222.0,15491.0,15138.0,11317.0,13897.0,17390.0,18842.0,11751.0,9856.0,9174.0,18057.0,26806.0,13123.0,21681.0,26776.0,21885.0,13385.0,17453.0,20823.0,10673.0,6826.0,10351.0,30404.0,31687.0,37253.0,38115.0,55895.0,29742.0,16497.0,23522.0,24763.0,16058.0,9924.0,20395.0,21708.0
