,state,census region,year,date,shipments
1161,Arkansas,West South Central,2008,2008-01-01,149040.14586255257
1162,Arkansas,West South Central,2008,2008-02-01,147173.0294530154
1163,Arkansas,West South Central,2008,2008-03-01,154109.11640953718
1164,Arkansas,West South Central,2008,2008-04-01,154633.09957924264
1165,Arkansas,West South Central,2008,2008-05-01,163305.46984572228
1166,Arkansas,West South Central,2008,2008-06-01,165692.01823281907
1167,Arkansas,West South Central,2008,2008-07-01,163906.6086956522
1168,Arkansas,West South Central,2008,2008-08-01,164061.51051893408
1169,Arkansas,West South Central,2008,2008-09-01,168159.2959326788
1170,Arkansas,West South Central,2008,2008-10-01,162621.2454417952
1171,Arkansas,West South Central,2008,2008-11-01,126910.30294530153
1172,Arkansas,West South Central,2008,2008-12-01,137502.84431977558
1173,Arkansas,West South Central,2009,2009-01-01,142053.06591865356
1174,Arkansas,West South Central,2009,2009-02-01,153314.36325385692
1175,Arkansas,West South Central,2009,2009-03-01,164726.38148667602
1176,Arkansas,West South Central,2009,2009-04-01,148613.69985974755
1177,Arkansas,West South Central,2009,2009-05-01,166931.15007012623
1178,Arkansas,West South Central,2009,2009-06-01,163841.42356241235
1179,Arkansas,West South Central,2009,2009-07-01,174807.7405329593
1180,Arkansas,West South Central,2009,2009-08-01,148252.49368863954
1181,Arkansas,West South Central,2009,2009-09-01,149261.1332398317
1182,Arkansas,West South Central,2009,2009-10-01,137598.0224403927
1183,Arkansas,West South Central,2009,2009-11-01,125205.7685834502
1184,Arkansas,West South Central,2009,2009-12-01,136044.2286115007
1185,Arkansas,West South Central,2010,2010-01-01,127220.65638148667
1186,Arkansas,West South Central,2010,2010-02-01,135980.22159887795
1187,Arkansas,West South Central,2010,2010-03-01,159889.3772791024
1188,Arkansas,West South Central,2010,2010-04-01,146780.89761570827
1189,Arkansas,West South Central,2010,2010-05-01,167290.40813464235
1190,Arkansas,West South Central,2010,2010-06-01,172625.59186535765
1191,Arkansas,West South Central,2010,2010-07-01,156274.46423562412
1192,Arkansas,West South Central,2010,2010-08-01,162657.0322580645
1193,Arkansas,West South Central,2010,2010-09-01,145011.91584852734
1194,Arkansas,West South Central,2010,2010-10-01,151358.34081346422
1195,Arkansas,West South Central,2010,2010-11-01,137318.54558204766
1196,Arkansas,West South Central,2010,2010-12-01,133033.81206171107
1197,Arkansas,West South Central,2011,2011-01-01,120950.90042075737
1198,Arkansas,West South Central,2011,2011-02-01,123846.1178120617
1199,Arkansas,West South Central,2011,2011-03-01,178221.4165497896
1200,Arkansas,West South Central,2011,2011-04-01,149934.98316970546
1201,Arkansas,West South Central,2011,2011-05-01,156203.03225806452
1202,Arkansas,West South Central,2011,2011-06-01,170704.62833099577
1203,Arkansas,West South Central,2011,2011-07-01,146376.97615708274
1204,Arkansas,West South Central,2011,2011-08-01,144556.81767180923
1205,Arkansas,West South Central,2011,2011-09-01,163698.8920056101
1206,Arkansas,West South Central,2011,2011-10-01,147388.30294530152
1207,Arkansas,West South Central,2011,2011-11-01,146996.85834502106
1208,Arkansas,West South Central,2011,2011-12-01,134399.37587657783
1209,Arkansas,West South Central,2012,2012-01-01,139904.71669004209
1210,Arkansas,West South Central,2012,2012-02-01,139102.73352033662
1211,Arkansas,West South Central,2012,2012-03-01,145841.27769985973
1212,Arkansas,West South Central,2012,2012-04-01,151945.5624123422
1213,Arkansas,West South Central,2012,2012-05-01,167008.96914446002
1214,Arkansas,West South Central,2012,2012-06-01,168516.46984572228
1215,Arkansas,West South Central,2012,2012-07-01,156679.3113604488
1216,Arkansas,West South Central,2012,2012-08-01,162842.63534361852
1217,Arkansas,West South Central,2012,2012-09-01,154180.00981767182
1218,Arkansas,West South Central,2012,2012-10-01,140498.02103786817
1219,Arkansas,West South Central,2012,2012-11-01,141124.0476858345
1220,Arkansas,West South Central,2012,2012-12-01,132743.40252454416
1221,Arkansas,West South Central,2013,2013-01-01,145118.2709677419
1222,Arkansas,West South Central,2013,2013-02-01,130111.33548387096
1223,Arkansas,West South Central,2013,2013-03-01,140757.62150537636
1224,Arkansas,West South Central,2013,2013-04-01,154867.61505376344
1225,Arkansas,West South Central,2013,2013-05-01,162625.37341935484
1226,Arkansas,West South Central,2013,2013-06-01,159218.1290322581
1227,Arkansas,West South Central,2013,2013-07-01,151914.0526451613
1228,Arkansas,West South Central,2013,2013-08-01,159836.09901075272
1229,Arkansas,West South Central,2013,2013-09-01,166042.7247311828
1230,Arkansas,West South Central,2013,2013-10-01,147637.82313978494
1231,Arkansas,West South Central,2013,2013-11-01,130547.54408602149
1232,Arkansas,West South Central,2013,2013-12-01,130823.50967741935
1233,Arkansas,West South Central,2014,2014-01-01,130735.42795698924
1234,Arkansas,West South Central,2014,2014-02-01,137971.3311827957
1235,Arkansas,West South Central,2014,2014-03-01,136876.23225806453
1236,Arkansas,West South Central,2014,2014-04-01,144525.2752688172
1237,Arkansas,West South Central,2014,2014-05-01,158814.23655913977
1238,Arkansas,West South Central,2014,2014-06-01,149494.73333333334
1239,Arkansas,West South Central,2014,2014-07-01,150973.4129032258
1240,Arkansas,West South Central,2014,2014-08-01,146269.07096774195
1241,Arkansas,West South Central,2014,2014-09-01,146474.50537634408
1242,Arkansas,West South Central,2014,2014-10-01,143873.2494623656
1243,Arkansas,West South Central,2014,2014-11-01,142950.92258064516
1244,Arkansas,West South Central,2014,2014-12-01,132849.2946236559
1245,Arkansas,West South Central,2015,2015-01-01,134447.92688172043
1246,Arkansas,West South Central,2015,2015-02-01,125534.01075268818
1247,Arkansas,West South Central,2015,2015-03-01,145541.20215053763
1248,Arkansas,West South Central,2015,2015-04-01,140945.73978494623
1249,Arkansas,West South Central,2015,2015-05-01,138042.84946236562
1250,Arkansas,West South Central,2015,2015-06-01,154187.45376344086
1251,Arkansas,West South Central,2015,2015-07-01,147675.52025806453
1252,Arkansas,West South Central,2015,2015-08-01,159919.24086021507
1253,Arkansas,West South Central,2015,2015-09-01,157602.3505376344
1254,Arkansas,West South Central,2015,2015-10-01,142147.87096774194
1255,Arkansas,West South Central,2015,2015-11-01,122299.72043010753
1256,Arkansas,West South Central,2015,2015-12-01,119884.35698924733
1257,Arkansas,West South Central,2016,2016-01-01,116334.52688172043
1258,Arkansas,West South Central,2016,2016-02-01,134953.8817204301
1259,Arkansas,West South Central,2016,2016-03-01,141093.10322580647
1260,Arkansas,West South Central,2016,2016-04-01,145209.72688172045
1261,Arkansas,West South Central,2016,2016-05-01,153170.911827957
1262,Arkansas,West South Central,2016,2016-06-01,156939.9698924731
1263,Arkansas,West South Central,2016,2016-07-01,147615.34193548386
1264,Arkansas,West South Central,2016,2016-08-01,150483.6064516129
1265,Arkansas,West South Central,2016,2016-09-01,145725.4516129032
1266,Arkansas,West South Central,2016,2016-10-01,142323.96559139786
1267,Arkansas,West South Central,2016,2016-11-01,120094.61720430109
1268,Arkansas,West South Central,2016,2016-12-01,120839.75698924731
1269,Arkansas,West South Central,2017,2017-01-01,127934.67096774193
1270,Arkansas,West South Central,2017,2017-02-01,127563.6
1271,Arkansas,West South Central,2017,2017-03-01,134161.71612903225
1272,Arkansas,West South Central,2017,2017-04-01,150959.911827957
1273,Arkansas,West South Central,2017,2017-05-01,153488.1462365591
1274,Arkansas,West South Central,2017,2017-06-01,155593.27096774193
1275,Arkansas,West South Central,2017,2017-07-01,147775.3139784946
1276,Arkansas,West South Central,2017,2017-08-01,153364.77849462366
1277,Arkansas,West South Central,2017,2017-09-01,143109.4559139785
1278,Arkansas,West South Central,2017,2017-10-01,137902.33978494623
1279,Arkansas,West South Central,2017,2017-11-01,128072.83440860215
1280,Arkansas,West South Central,2017,2017-12-01,114625.97204301076
1281,Arkansas,West South Central,2018,2018-01-01,118518.61075268817
1282,Arkansas,West South Central,2018,2018-02-01,133982.12688172044
1283,Arkansas,West South Central,2018,2018-03-01,137443.53978494625
1284,Arkansas,West South Central,2018,2018-04-01,137817.56989247314
1285,Arkansas,West South Central,2018,2018-05-01,139119.29892473118
1286,Arkansas,West South Central,2018,2018-06-01,150725.3612903226
1287,Arkansas,West South Central,2018,2018-07-01,157860.92258064513
1288,Arkansas,West South Central,2018,2018-08-01,158571.5440860215
1289,Arkansas,West South Central,2018,2018-09-01,134425.24731182796
1290,Arkansas,West South Central,2018,2018-10-01,141476.69892473117
1291,Arkansas,West South Central,2018,2018-11-01,116844.15268817206
1292,Arkansas,West South Central,2018,2018-12-01,121020.96559139783
1293,Arkansas,West South Central,2019,2019-01-01,131598.5505376344
1294,Arkansas,West South Central,2019,2019-02-01,114065.08602150538
1295,Arkansas,West South Central,2019,2019-03-01,136946.52258064516
1296,Arkansas,West South Central,2019,2019-04-01,152087.93978494624
1297,Arkansas,West South Central,2019,2019-05-01,139635.42408602152
1298,Arkansas,West South Central,2019,2019-06-01,145292.4193548387
1299,Arkansas,West South Central,2019,2019-07-01,142395.35268817208
1300,Arkansas,West South Central,2019,2019-08-01,147328.09247311827
1301,Arkansas,West South Central,2019,2019-09-01,152719.13978494622
1302,Arkansas,West South Central,2019,2019-10-01,140273.23870967742
1303,Arkansas,West South Central,2019,2019-11-01,113539.68387096774
1304,Arkansas,West South Central,2019,2019-12-01,131980.38279569894
1305,Arkansas,West South Central,2020,2020-01-01,112319.10322580645
1306,Arkansas,West South Central,2020,2020-02-01,109778.31612903225
1307,Arkansas,West South Central,2020,2020-03-01,138626.82150537637
1308,Arkansas,West South Central,2020,2020-04-01,149239.41894623658
1309,Arkansas,West South Central,2020,2020-05-01,148854.48744086022
1310,Arkansas,West South Central,2020,2020-06-01,148857.6590107527
1311,Arkansas,West South Central,2020,2020-07-01,155810.5383655914
1312,Arkansas,West South Central,2020,2020-08-01,153942.06984946236
1313,Arkansas,West South Central,2020,2020-09-01,156384.53548387095
1314,Arkansas,West South Central,2020,2020-10-01,134769.72688172045
1315,Arkansas,West South Central,2020,2020-11-01,137681.8107526882
1316,Arkansas,West South Central,2020,2020-12-01,159373.2688172043
1317,Arkansas,West South Central,2021,2021-01-01,127933.6129032258
1318,Arkansas,West South Central,2021,2021-02-01,114927.93978494623
1319,Arkansas,West South Central,2021,2021-03-01,154680.22150537634
1320,Arkansas,West South Central,2021,2021-04-01,162079.70107526882
1321,Arkansas,West South Central,2021,2021-05-01,165958.82580645158
1322,Arkansas,West South Central,2021,2021-06-01,171456.1247311828
1323,Arkansas,West South Central,2021,2021-07-01,174787.08387096773
1324,California,Pacific,1994,1994-01-01,1446104.0
1325,California,Pacific,1994,1994-02-01,1640146.0
1326,California,Pacific,1994,1994-03-01,1720613.0
1327,California,Pacific,1994,1994-04-01,1677340.0
1328,California,Pacific,1994,1994-05-01,1827780.0
1329,California,Pacific,1994,1994-06-01,2079107.0
1330,California,Pacific,1994,1994-07-01,1795300.0
1331,California,Pacific,1994,1994-08-01,1957037.0
1332,California,Pacific,1994,1994-09-01,1934986.0
1333,California,Pacific,1994,1994-10-01,1637871.0
1334,California,Pacific,1994,1994-11-01,1480170.0
1335,California,Pacific,1994,1994-12-01,1294093.0
1336,California,Pacific,1995,1995-01-01,1502991.0
1337,California,Pacific,1995,1995-02-01,1500348.0
1338,California,Pacific,1995,1995-03-01,1731692.0
1339,California,Pacific,1995,1995-04-01,1589769.0
1340,California,Pacific,1995,1995-05-01,1741731.0
1341,California,Pacific,1995,1995-06-01,1831137.0
1342,California,Pacific,1995,1995-07-01,1842771.0
1343,California,Pacific,1995,1995-08-01,1983066.0
1344,California,Pacific,1995,1995-09-01,1774304.0
1345,California,Pacific,1995,1995-10-01,1581668.0
1346,California,Pacific,1995,1995-11-01,1576424.0
1347,California,Pacific,1995,1995-12-01,1403043.0
1348,California,Pacific,1996,1996-01-01,1423927.0
1349,California,Pacific,1996,1996-02-01,1457751.0
1350,California,Pacific,1996,1996-03-01,1542986.0
1351,California,Pacific,1996,1996-04-01,1584620.0
1352,California,Pacific,1996,1996-05-01,1909743.0
1353,California,Pacific,1996,1996-06-01,1932799.0
1354,California,Pacific,1996,1996-07-01,1904817.0
1355,California,Pacific,1996,1996-08-01,1906812.0
1356,California,Pacific,1996,1996-09-01,1680983.0
1357,California,Pacific,1996,1996-10-01,1625823.0
1358,California,Pacific,1996,1996-11-01,1267240.0
1359,California,Pacific,1996,1996-12-01,1424474.0
1360,California,Pacific,1997,1997-01-01,1430256.0
1361,California,Pacific,1997,1997-02-01,1330024.0
1362,California,Pacific,1997,1997-03-01,1726649.0
1363,California,Pacific,1997,1997-04-01,1737409.0
1364,California,Pacific,1997,1997-05-01,1917251.0
1365,California,Pacific,1997,1997-06-01,2036788.0
1366,California,Pacific,1997,1997-07-01,2061326.0
1367,California,Pacific,1997,1997-08-01,1860424.0
1368,California,Pacific,1997,1997-09-01,1675836.0
1369,California,Pacific,1997,1997-10-01,1663645.0
1370,California,Pacific,1997,1997-11-01,1403974.0
1371,California,Pacific,1997,1997-12-01,1404163.0
1372,California,Pacific,1998,1998-01-01,1553446.0
1373,California,Pacific,1998,1998-02-01,1261035.0
1374,California,Pacific,1998,1998-03-01,1747104.0
1375,California,Pacific,1998,1998-04-01,1783269.0
1376,California,Pacific,1998,1998-05-01,1838362.0
1377,California,Pacific,1998,1998-06-01,1874629.0
1378,California,Pacific,1998,1998-07-01,1943158.0
1379,California,Pacific,1998,1998-08-01,1960001.0
1380,California,Pacific,1998,1998-09-01,1897667.0
1381,California,Pacific,1998,1998-10-01,1607075.0
1382,California,Pacific,1998,1998-11-01,1453407.0
1383,California,Pacific,1998,1998-12-01,1420636.0
1384,California,Pacific,1999,1999-01-01,1484608.0
1385,California,Pacific,1999,1999-02-01,1464472.0
1386,California,Pacific,1999,1999-03-01,1822570.0
1387,California,Pacific,1999,1999-04-01,1687902.0
1388,California,Pacific,1999,1999-05-01,1789592.0
1389,California,Pacific,1999,1999-06-01,2008820.0
1390,California,Pacific,1999,1999-07-01,1874111.0
1391,California,Pacific,1999,1999-08-01,1917700.0
1392,California,Pacific,1999,1999-09-01,1734513.0
1393,California,Pacific,1999,1999-10-01,1625192.0
1394,California,Pacific,1999,1999-11-01,1575967.0
1395,California,Pacific,1999,1999-12-01,1595744.0
1396,California,Pacific,2000,2000-01-01,1501229.0
1397,California,Pacific,2000,2000-02-01,1520053.0
1398,California,Pacific,2000,2000-03-01,1697578.0
1399,California,Pacific,2000,2000-04-01,1658820.0
1400,California,Pacific,2000,2000-05-01,1937802.0
1401,California,Pacific,2000,2000-06-01,2013662.0
1402,California,Pacific,2000,2000-07-01,1996869.0
1403,California,Pacific,2000,2000-08-01,2069941.0
1404,California,Pacific,2000,2000-09-01,1755802.0
1405,California,Pacific,2000,2000-10-01,1578485.0
1406,California,Pacific,2000,2000-11-01,1419113.0
1407,California,Pacific,2000,2000-12-01,1401885.0
1408,California,Pacific,2001,2001-01-01,1526685.0
1409,California,Pacific,2001,2001-02-01,1514864.0
1410,California,Pacific,2001,2001-03-01,1745141.0
1411,California,Pacific,2001,2001-04-01,1647133.0
1412,California,Pacific,2001,2001-05-01,1967846.0
1413,California,Pacific,2001,2001-06-01,2003130.0
1414,California,Pacific,2001,2001-07-01,1915820.0
1415,California,Pacific,2001,2001-08-01,1923655.0
1416,California,Pacific,2001,2001-09-01,1722963.0
1417,California,Pacific,2001,2001-10-01,1616162.0
1418,California,Pacific,2001,2001-11-01,1590959.0
1419,California,Pacific,2001,2001-12-01,1515758.0
1420,California,Pacific,2002,2002-01-01,1593513.0
1421,California,Pacific,2002,2002-02-01,1533987.0
1422,California,Pacific,2002,2002-03-01,1808428.0
1423,California,Pacific,2002,2002-04-01,1819067.0
1424,California,Pacific,2002,2002-05-01,1919340.0
1425,California,Pacific,2002,2002-06-01,1981763.0
1426,California,Pacific,2002,2002-07-01,1877284.0
1427,California,Pacific,2002,2002-08-01,1911000.0
1428,California,Pacific,2002,2002-09-01,1892002.77526
1429,California,Pacific,2002,2002-10-01,1623243.3401700004
1430,California,Pacific,2002,2002-11-01,1373616.0
1431,California,Pacific,2002,2002-12-01,1498000.0
1432,California,Pacific,2003,2003-01-01,1375431.688172043
1433,California,Pacific,2003,2003-02-01,1451207.494623656
1434,California,Pacific,2003,2003-03-01,1626025.688172043
1435,California,Pacific,2003,2003-04-01,1828565.2258064516
1436,California,Pacific,2003,2003-05-01,1729993.9032258065
1437,California,Pacific,2003,2003-06-01,1882679.935483871
1438,California,Pacific,2003,2003-07-01,1847942.612903226
1439,California,Pacific,2003,2003-08-01,1978651.9032258065
1440,California,Pacific,2003,2003-09-01,1945800.4516129033
1441,California,Pacific,2003,2003-10-01,1721137.6989247312
1442,California,Pacific,2003,2003-11-01,1667474.6344086023
1443,California,Pacific,2003,2003-12-01,1657396.6989247312
1444,California,Pacific,2004,2004-01-01,1521980.9354838708
1445,California,Pacific,2004,2004-02-01,1571573.5161290322
1446,California,Pacific,2004,2004-03-01,1822171.8064516129
1447,California,Pacific,2004,2004-04-01,1898587.4516129033
1448,California,Pacific,2004,2004-05-01,1937067.6129032257
1449,California,Pacific,2004,2004-06-01,2231628.5483870967
1450,California,Pacific,2004,2004-07-01,2141876.3870967743
1451,California,Pacific,2004,2004-08-01,1970632.4838709678
1452,California,Pacific,2004,2004-09-01,1977590.4193548388
1453,California,Pacific,2004,2004-10-01,1602655.11827957
1454,California,Pacific,2004,2004-11-01,1487121.9569892474
1455,California,Pacific,2004,2004-12-01,1536949.8924731184
1456,California,Pacific,2005,2005-01-01,1523696.0430107526
1457,California,Pacific,2005,2005-02-01,1564388.9139784947
1458,California,Pacific,2005,2005-03-01,1922355.688172043
1459,California,Pacific,2005,2005-04-01,1855889.88172043
1460,California,Pacific,2005,2005-05-01,2003046.6881720428
1461,California,Pacific,2005,2005-06-01,2063559.1720430106
1462,California,Pacific,2005,2005-07-01,1916409.1290322582
1463,California,Pacific,2005,2005-08-01,2140437.806451613
1464,California,Pacific,2005,2005-09-01,1864330.161290323
1465,California,Pacific,2005,2005-10-01,1661945.4838709675
1466,California,Pacific,2005,2005-11-01,1643529.9032258063
1467,California,Pacific,2005,2005-12-01,1599148.0322580645
1468,California,Pacific,2006,2006-01-01,1656487.7741935486
1469,California,Pacific,2006,2006-02-01,1724960.9677419355
1470,California,Pacific,2006,2006-03-01,1948227.0322580645
1471,California,Pacific,2006,2006-04-01,1907817.0967741937
1472,California,Pacific,2006,2006-05-01,2108348.6774193547
1473,California,Pacific,2006,2006-06-01,2093009.3870967743
1474,California,Pacific,2006,2006-07-01,2085153.2258064516
1475,California,Pacific,2006,2006-08-01,2305533.3225806453
1476,California,Pacific,2006,2006-09-01,1954341.9677419355
1477,California,Pacific,2006,2006-10-01,1825372.0322580645
1478,California,Pacific,2006,2006-11-01,1761342.365591398
1479,California,Pacific,2006,2006-12-01,1658161.2365591398
1480,California,Pacific,2007,2007-01-01,1818280.5483870967
1481,California,Pacific,2007,2007-02-01,1594401.0430107526
1482,California,Pacific,2007,2007-03-01,1888059.688172043
1483,California,Pacific,2007,2007-04-01,2050420.9677419355
1484,California,Pacific,2007,2007-05-01,2227715.8387096776
1485,California,Pacific,2007,2007-06-01,2216581.709677419
1486,California,Pacific,2007,2007-07-01,2130882.3548387093
1487,California,Pacific,2007,2007-08-01,2196630.5161290322
1488,California,Pacific,2007,2007-09-01,1913202.1612903227
1489,California,Pacific,2007,2007-10-01,1845030.2903225808
1490,California,Pacific,2007,2007-11-01,1612707.3225806453
1491,California,Pacific,2007,2007-12-01,1710616.677419355
1492,California,Pacific,2008,2008-01-01,1879735.7741935484
1493,California,Pacific,2008,2008-02-01,1749357.3548387096
1494,California,Pacific,2008,2008-03-01,1890397.064516129
1495,California,Pacific,2008,2008-04-01,2002181.6989247312
1496,California,Pacific,2008,2008-05-01,2274293.0860215053
1497,California,Pacific,2008,2008-06-01,2247172.311827957
1498,California,Pacific,2008,2008-07-01,2244871.8924731184
1499,California,Pacific,2008,2008-08-01,2046414.1935483871
1500,California,Pacific,2008,2008-09-01,2007379.3548387096
1501,California,Pacific,2008,2008-10-01,1867297.6774193547
1502,California,Pacific,2008,2008-11-01,1619673.2580645161
1503,California,Pacific,2008,2008-12-01,1754268.7096774194
1504,California,Pacific,2009,2009-01-01,1779003.1827956988
1505,California,Pacific,2009,2009-02-01,1687853.2258064516
1506,California,Pacific,2009,2009-03-01,2030452.0
1507,California,Pacific,2009,2009-04-01,2080406.9032258063
1508,California,Pacific,2009,2009-05-01,1915814.5161290322
1509,California,Pacific,2009,2009-06-01,2012759.935483871
1510,California,Pacific,2009,2009-07-01,2154210.7849462368
1511,California,Pacific,2009,2009-08-01,2076135.7849462365
1512,California,Pacific,2009,2009-09-01,2040713.752688172
1513,California,Pacific,2009,2009-10-01,1912566.129032258
1514,California,Pacific,2009,2009-11-01,1671581.5161290322
1515,California,Pacific,2009,2009-12-01,1597368.677419355
1516,California,Pacific,2010,2010-01-01,1561284.1505376343
1517,California,Pacific,2010,2010-02-01,1625633.4731182794
1518,California,Pacific,2010,2010-03-01,2044575.9247311826
1519,California,Pacific,2010,2010-04-01,1965944.3978494622
1520,California,Pacific,2010,2010-05-01,2024668.946236559
1521,California,Pacific,2010,2010-06-01,2086462.5268817204
1522,California,Pacific,2010,2010-07-01,2145650.4408602146
1523,California,Pacific,2010,2010-08-01,2067120.6021505375
1524,California,Pacific,2010,2010-09-01,1846343.4408602149
1525,California,Pacific,2010,2010-10-01,1851580.3333333335
1526,California,Pacific,2010,2010-11-01,1750495.0107526882
1527,California,Pacific,2010,2010-12-01,1689439.4623655914
1528,California,Pacific,2011,2011-01-01,1576491.322580645
1529,California,Pacific,2011,2011-02-01,1712384.0967741935
1530,California,Pacific,2011,2011-03-01,2132585.5483870967
1531,California,Pacific,2011,2011-04-01,1842273.494623656
1532,California,Pacific,2011,2011-05-01,1959558.5913978494
1533,California,Pacific,2011,2011-06-01,2129461.5913978494
1534,California,Pacific,2011,2011-07-01,2697318.4731182796
1535,California,Pacific,2011,2011-08-01,2056450.8279569894
1536,California,Pacific,2011,2011-09-01,1947927.860215054
1537,California,Pacific,2011,2011-10-01,1772304.0752688171
1538,California,Pacific,2011,2011-11-01,1675737.0430107526
1539,California,Pacific,2011,2011-12-01,1626872.494623656
1540,California,Pacific,2012,2012-01-01,1666853.4193548388
1541,California,Pacific,2012,2012-02-01,1725969.7741935484
1542,California,Pacific,2012,2012-03-01,1978894.8064516129
1543,California,Pacific,2012,2012-04-01,1854331.182795699
1544,California,Pacific,2012,2012-05-01,2089638.2150537635
1545,California,Pacific,2012,2012-06-01,2053331.0860215053
1546,California,Pacific,2012,2012-07-01,2178661.59139785
1547,California,Pacific,2012,2012-08-01,2169612.6881720433
1548,California,Pacific,2012,2012-09-01,1838409.6559139786
1549,California,Pacific,2012,2012-10-01,1846999.9462365592
1550,California,Pacific,2012,2012-11-01,1692029.3010752688
1551,California,Pacific,2012,2012-12-01,1523125.8494623655
1552,California,Pacific,2013,2013-01-01,1700797.870967742
1553,California,Pacific,2013,2013-02-01,1571685.2903225806
1554,California,Pacific,2013,2013-03-01,1831517.6451612904
1555,California,Pacific,2013,2013-04-01,2097625.7741935486
1556,California,Pacific,2013,2013-05-01,2156765.6451612907
1557,California,Pacific,2013,2013-06-01,2140504.0967741935
1558,California,Pacific,2013,2013-07-01,2196783.8817204298
1559,California,Pacific,2013,2013-08-01,2093763.494623656
1560,California,Pacific,2013,2013-09-01,1977317.494623656
1561,California,Pacific,2013,2013-10-01,1789812.387096774
1562,California,Pacific,2013,2013-11-01,1607067.9032258063
1563,California,Pacific,2013,2013-12-01,1612962.193548387
1564,California,Pacific,2014,2014-01-01,1831485.6344086023
1565,California,Pacific,2014,2014-02-01,1722819.3440860217
1566,California,Pacific,2014,2014-03-01,1900213.860215054
1567,California,Pacific,2014,2014-04-01,2030308.7419354839
1568,California,Pacific,2014,2014-05-01,2118663.870967742
1569,California,Pacific,2014,2014-06-01,2241186.6774193547
1570,California,Pacific,2014,2014-07-01,2229814.0860215053
1571,California,Pacific,2014,2014-08-01,2087528.0215053763
1572,California,Pacific,2014,2014-09-01,1984901.6989247312
1573,California,Pacific,2014,2014-10-01,1979791.6344086023
1574,California,Pacific,2014,2014-11-01,1631602.247311828
1575,California,Pacific,2014,2014-12-01,1773857.8279569892
1576,California,Pacific,2015,2015-01-01,1807940.6492347154
1577,California,Pacific,2015,2015-02-01,1664765.914843065
1578,California,Pacific,2015,2015-03-01,1954406.2868288513
1579,California,Pacific,2015,2015-04-01,2062541.7971322222
1580,California,Pacific,2015,2015-05-01,2261854.26253467
1581,California,Pacific,2015,2015-06-01,2147238.209219435
1582,California,Pacific,2015,2015-07-01,2078306.1369050413
1583,California,Pacific,2015,2015-08-01,2053319.8209384582
1584,California,Pacific,2015,2015-09-01,2065884.793454207
1585,California,Pacific,2015,2015-10-01,2015965.8523108826
1586,California,Pacific,2015,2015-11-01,1769286.341535149
1587,California,Pacific,2015,2015-12-01,1848477.6769987862
1588,California,Pacific,2016,2016-01-01,1674004.9712634461
1589,California,Pacific,2016,2016-02-01,1770383.5063374364
1590,California,Pacific,2016,2016-03-01,2090322.2247548366
1591,California,Pacific,2016,2016-04-01,2055039.1434006228
1592,California,Pacific,2016,2016-05-01,2074520.7422601448
1593,California,Pacific,2016,2016-06-01,2313749.345923225
1594,California,Pacific,2016,2016-07-01,2108063.167090978
1595,California,Pacific,2016,2016-08-01,2207985.276300409
1596,California,Pacific,2016,2016-09-01,2026163.3089616974
1597,California,Pacific,2016,2016-10-01,1788781.3302617555
1598,California,Pacific,2016,2016-11-01,1613095.0861319762
1599,California,Pacific,2016,2016-12-01,1777054.9940876658
1600,California,Pacific,2017,2017-01-01,1806593.4974807394
1601,California,Pacific,2017,2017-02-01,1690682.4272796905
1602,California,Pacific,2017,2017-03-01,1850262.5450390729
1603,California,Pacific,2017,2017-04-01,1883303.1049407418
1604,California,Pacific,2017,2017-05-01,2297021.088954286
1605,California,Pacific,2017,2017-06-01,2276680.5595550425
1606,California,Pacific,2017,2017-07-01,2033419.7553656583
1607,California,Pacific,2017,2017-08-01,2257836.1014488963
1608,California,Pacific,2017,2017-09-01,2046673.561391014
1609,California,Pacific,2017,2017-10-01,1963675.5717044459
1610,California,Pacific,2017,2017-11-01,1789357.3548019922
1611,California,Pacific,2017,2017-12-01,1649741.9804255161
1612,California,Pacific,2018,2018-01-01,1769078.5367373403
1613,California,Pacific,2018,2018-02-01,1684410.9231846728
1614,California,Pacific,2018,2018-03-01,2021133.1770339734
1615,California,Pacific,2018,2018-04-01,1905675.2460141433
1616,California,Pacific,2018,2018-05-01,2093284.9554052665
1617,California,Pacific,2018,2018-06-01,2142763.287360219
1618,California,Pacific,2018,2018-07-01,2123897.001249197
1619,California,Pacific,2018,2018-08-01,2222530.877356206
1620,California,Pacific,2018,2018-09-01,1988274.1147864487
1621,California,Pacific,2018,2018-10-01,1974392.1125627304
1622,California,Pacific,2018,2018-11-01,1663285.1797329849
1623,California,Pacific,2018,2018-12-01,1622274.362770366
1624,California,Pacific,2019,2019-01-01,1735535.067204301
1625,California,Pacific,2019,2019-02-01,1573478.9059139783
1626,California,Pacific,2019,2019-03-01,1599445.9059139783
1627,California,Pacific,2019,2019-04-01,2034649.3252688171
1628,California,Pacific,2019,2019-05-01,2349754.77688172
1629,California,Pacific,2019,2019-06-01,2172854.3575268816
1630,California,Pacific,2019,2019-07-01,2079402.2392473118
1631,California,Pacific,2019,2019-08-01,2131000.0
1632,California,Pacific,2019,2019-09-01,2025000.0
1633,California,Pacific,2019,2019-10-01,1939000.0
1634,California,Pacific,2019,2019-11-01,1709000.0
1635,California,Pacific,2019,2019-12-01,1749000.0
1636,California,Pacific,2020,2020-01-01,1722863.6129032257
1637,California,Pacific,2020,2020-02-01,1538295.7419354839
1638,California,Pacific,2020,2020-03-01,1845673.5483870967
1639,California,Pacific,2020,2020-04-01,1874333.7096774194
