notes,state,statecode,year,yearcode,month,monthcode,births,time
,Minnesota,27,2019,2019,August,8,5955,152
,Minnesota,27,2019,2019,September,9,5580,153
,Minnesota,27,2019,2019,October,10,5757,154
,Minnesota,27,2019,2019,November,11,5125,155
,Minnesota,27,2019,2019,December,12,5107,156
,Minnesota,27,2020,2020,January,1,5031,157
,Minnesota,27,2020,2020,February,2,4910,158
,Minnesota,27,2020,2020,March,3,5392,159
,Minnesota,27,2020,2020,April,4,5311,160
,Minnesota,27,2020,2020,May,5,5602,161
,Minnesota,27,2020,2020,June,6,5554,162
,Minnesota,27,2020,2020,July,7,5752,163
,Minnesota,27,2020,2020,August,8,5563,164
,Minnesota,27,2020,2020,September,9,5297,165
,Minnesota,27,2020,2020,October,10,5272,166
,Minnesota,27,2020,2020,November,11,4783,167
,Minnesota,27,2020,2020,December,12,4976,168
,Minnesota,27,2021,2021,January,1,4655,169
,Minnesota,27,2021,2021,February,2,4672,170
,Minnesota,27,2021,2021,March,3,5399,171
,Minnesota,27,2021,2021,April,4,5282,172
,Minnesota,27,2021,2021,May,5,5580,173
,Minnesota,27,2021,2021,June,6,5806,174
,Minnesota,27,2021,2021,July,7,5862,175
,Minnesota,27,2021,2021,August,8,5759,176
,Minnesota,27,2021,2021,September,9,5599,177
,Minnesota,27,2021,2021,October,10,5411,178
,Minnesota,27,2021,2021,November,11,5226,179
,Minnesota,27,2021,2021,December,12,5174,180
,Minnesota,27,2022,2022,January,1,4905,181
,Minnesota,27,2022,2022,February,2,4915,182
,Minnesota,27,2022,2022,March,3,5355,183
,Minnesota,27,2022,2022,April,4,5209,184
,Minnesota,27,2022,2022,May,5,5588,185
,Minnesota,27,2022,2022,June,6,5632,186
,Minnesota,27,2022,2022,July,7,5667,187
,Minnesota,27,2022,2022,August,8,5542,188
,Minnesota,27,2022,2022,September,9,5361,189
,Minnesota,27,2022,2022,October,10,5296,190
,Minnesota,27,2022,2022,November,11,5181,191
,Minnesota,27,2022,2022,December,12,5364,192
,Mississippi,28,2007,2007,January,1,3992,1
,Mississippi,28,2007,2007,February,2,3562,2
,Mississippi,28,2007,2007,March,3,3918,3
,Mississippi,28,2007,2007,April,4,3434,4
,Mississippi,28,2007,2007,May,5,3704,5
,Mississippi,28,2007,2007,June,6,3756,6
,Mississippi,28,2007,2007,July,7,3964,7
,Mississippi,28,2007,2007,August,8,4228,8
,Mississippi,28,2007,2007,September,9,3933,9
,Mississippi,28,2007,2007,October,10,4043,10
,Mississippi,28,2007,2007,November,11,3914,11
,Mississippi,28,2007,2007,December,12,4043,12
,Mississippi,28,2008,2008,January,1,3937,13
,Mississippi,28,2008,2008,February,2,3581,14
,Mississippi,28,2008,2008,March,3,3534,15
,Mississippi,28,2008,2008,April,4,3458,16
,Mississippi,28,2008,2008,May,5,3524,17
,Mississippi,28,2008,2008,June,6,3670,18
,Mississippi,28,2008,2008,July,7,4006,19
,Mississippi,28,2008,2008,August,8,3980,20
,Mississippi,28,2008,2008,September,9,3952,21
,Mississippi,28,2008,2008,October,10,3800,22
,Mississippi,28,2008,2008,November,11,3567,23
,Mississippi,28,2008,2008,December,12,3938,24
,Mississippi,28,2009,2009,January,1,3693,25
,Mississippi,28,2009,2009,February,2,3362,26
,Mississippi,28,2009,2009,March,3,3497,27
,Mississippi,28,2009,2009,April,4,3310,28
,Mississippi,28,2009,2009,May,5,3422,29
,Mississippi,28,2009,2009,June,6,3500,30
,Mississippi,28,2009,2009,July,7,3938,31
,Mississippi,28,2009,2009,August,8,3822,32
,Mississippi,28,2009,2009,September,9,3753,33
,Mississippi,28,2009,2009,October,10,3600,34
,Mississippi,28,2009,2009,November,11,3332,35
,Mississippi,28,2009,2009,December,12,3672,36
,Mississippi,28,2010,2010,January,1,3406,37
,Mississippi,28,2010,2010,February,2,3053,38
,Mississippi,28,2010,2010,March,3,3282,39
,Mississippi,28,2010,2010,April,4,3103,40
,Mississippi,28,2010,2010,May,5,3068,41
,Mississippi,28,2010,2010,June,6,3258,42
,Mississippi,28,2010,2010,July,7,3428,43
,Mississippi,28,2010,2010,August,8,3600,44
,Mississippi,28,2010,2010,September,9,3546,45
,Mississippi,28,2010,2010,October,10,3320,46
,Mississippi,28,2010,2010,November,11,3412,47
,Mississippi,28,2010,2010,December,12,3560,48
,Mississippi,28,2011,2011,January,1,3282,49
,Mississippi,28,2011,2011,February,2,3041,50
,Mississippi,28,2011,2011,March,3,3238,51
,Mississippi,28,2011,2011,April,4,2993,52
,Mississippi,28,2011,2011,May,5,3118,53
,Mississippi,28,2011,2011,June,6,3232,54
,Mississippi,28,2011,2011,July,7,3449,55
,Mississippi,28,2011,2011,August,8,3654,56
,Mississippi,28,2011,2011,September,9,3508,57
,Mississippi,28,2011,2011,October,10,3319,58
,Mississippi,28,2011,2011,November,11,3404,59
,Mississippi,28,2011,2011,December,12,3622,60
,Mississippi,28,2012,2012,January,1,3240,61
,Mississippi,28,2012,2012,February,2,3081,62
,Mississippi,28,2012,2012,March,3,3009,63
,Mississippi,28,2012,2012,April,4,2882,64
,Mississippi,28,2012,2012,May,5,3094,65
,Mississippi,28,2012,2012,June,6,3193,66
,Mississippi,28,2012,2012,July,7,3479,67
,Mississippi,28,2012,2012,August,8,3424,68
,Mississippi,28,2012,2012,September,9,3255,69
,Mississippi,28,2012,2012,October,10,3439,70
,Mississippi,28,2012,2012,November,11,3314,71
,Mississippi,28,2012,2012,December,12,3259,72
,Mississippi,28,2013,2013,January,1,3303,73
,Mississippi,28,2013,2013,February,2,2918,74
,Mississippi,28,2013,2013,March,3,3081,75
,Mississippi,28,2013,2013,April,4,2966,76
,Mississippi,28,2013,2013,May,5,3091,77
,Mississippi,28,2013,2013,June,6,2987,78
,Mississippi,28,2013,2013,July,7,3479,79
,Mississippi,28,2013,2013,August,8,3539,80
,Mississippi,28,2013,2013,September,9,3315,81
,Mississippi,28,2013,2013,October,10,3289,82
,Mississippi,28,2013,2013,November,11,3152,83
,Mississippi,28,2013,2013,December,12,3514,84
,Mississippi,28,2014,2014,January,1,3177,85
,Mississippi,28,2014,2014,February,2,3117,86
,Mississippi,28,2014,2014,March,3,3054,87
,Mississippi,28,2014,2014,April,4,2917,88
,Mississippi,28,2014,2014,May,5,3082,89
,Mississippi,28,2014,2014,June,6,3106,90
,Mississippi,28,2014,2014,July,7,3484,91
,Mississippi,28,2014,2014,August,8,3344,92
,Mississippi,28,2014,2014,September,9,3403,93
,Mississippi,28,2014,2014,October,10,3492,94
,Mississippi,28,2014,2014,November,11,3125,95
,Mississippi,28,2014,2014,December,12,3435,96
,Mississippi,28,2015,2015,January,1,3244,97
,Mississippi,28,2015,2015,February,2,2867,98
,Mississippi,28,2015,2015,March,3,3138,99
,Mississippi,28,2015,2015,April,4,2963,100
,Mississippi,28,2015,2015,May,5,2992,101
,Mississippi,28,2015,2015,June,6,3102,102
,Mississippi,28,2015,2015,July,7,3468,103
,Mississippi,28,2015,2015,August,8,3456,104
,Mississippi,28,2015,2015,September,9,3482,105
,Mississippi,28,2015,2015,October,10,3218,106
,Mississippi,28,2015,2015,November,11,3120,107
,Mississippi,28,2015,2015,December,12,3344,108
,Mississippi,28,2016,2016,January,1,3099,109
,Mississippi,28,2016,2016,February,2,2968,110
,Mississippi,28,2016,2016,March,3,3206,111
,Mississippi,28,2016,2016,April,4,2785,112
,Mississippi,28,2016,2016,May,5,2999,113
,Mississippi,28,2016,2016,June,6,3155,114
,Mississippi,28,2016,2016,July,7,3279,115
,Mississippi,28,2016,2016,August,8,3505,116
,Mississippi,28,2016,2016,September,9,3308,117
,Mississippi,28,2016,2016,October,10,3291,118
,Mississippi,28,2016,2016,November,11,3094,119
,Mississippi,28,2016,2016,December,12,3239,120
,Mississippi,28,2017,2017,January,1,3168,121
,Mississippi,28,2017,2017,February,2,2818,122
,Mississippi,28,2017,2017,March,3,3027,123
,Mississippi,28,2017,2017,April,4,2613,124
,Mississippi,28,2017,2017,May,5,3013,125
,Mississippi,28,2017,2017,June,6,3044,126
,Mississippi,28,2017,2017,July,7,3244,127
,Mississippi,28,2017,2017,August,8,3533,128
,Mississippi,28,2017,2017,September,9,3321,129
,Mississippi,28,2017,2017,October,10,3161,130
,Mississippi,28,2017,2017,November,11,3230,131
,Mississippi,28,2017,2017,December,12,3185,132
,Mississippi,28,2018,2018,January,1,3125,133
,Mississippi,28,2018,2018,February,2,2864,134
,Mississippi,28,2018,2018,March,3,3020,135
,Mississippi,28,2018,2018,April,4,2758,136
,Mississippi,28,2018,2018,May,5,3016,137
,Mississippi,28,2018,2018,June,6,3045,138
,Mississippi,28,2018,2018,July,7,3136,139
,Mississippi,28,2018,2018,August,8,3449,140
,Mississippi,28,2018,2018,September,9,3142,141
,Mississippi,28,2018,2018,October,10,3169,142
,Mississippi,28,2018,2018,November,11,3104,143
,Mississippi,28,2018,2018,December,12,3172,144
,Mississippi,28,2019,2019,January,1,3178,145
,Mississippi,28,2019,2019,February,2,2674,146
,Mississippi,28,2019,2019,March,3,2856,147
,Mississippi,28,2019,2019,April,4,2812,148
,Mississippi,28,2019,2019,May,5,2916,149
,Mississippi,28,2019,2019,June,6,2797,150
,Mississippi,28,2019,2019,July,7,3371,151
,Mississippi,28,2019,2019,August,8,3370,152
,Mississippi,28,2019,2019,September,9,3255,153
,Mississippi,28,2019,2019,October,10,3255,154
,Mississippi,28,2019,2019,November,11,2902,155
,Mississippi,28,2019,2019,December,12,3250,156
,Mississippi,28,2020,2020,January,1,3111,157
,Mississippi,28,2020,2020,February,2,2684,158
,Mississippi,28,2020,2020,March,3,2899,159
,Mississippi,28,2020,2020,April,4,2700,160
,Mississippi,28,2020,2020,May,5,2779,161
,Mississippi,28,2020,2020,June,6,3020,162
,Mississippi,28,2020,2020,July,7,3141,163
,Mississippi,28,2020,2020,August,8,3143,164
,Mississippi,28,2020,2020,September,9,3166,165
,Mississippi,28,2020,2020,October,10,3060,166
,Mississippi,28,2020,2020,November,11,2838,167
,Mississippi,28,2020,2020,December,12,2932,168
,Mississippi,28,2021,2021,January,1,2742,169
,Mississippi,28,2021,2021,February,2,2652,170
,Mississippi,28,2021,2021,March,3,2922,171
,Mississippi,28,2021,2021,April,4,2606,172
,Mississippi,28,2021,2021,May,5,2760,173
,Mississippi,28,2021,2021,June,6,3000,174
,Mississippi,28,2021,2021,July,7,3117,175
,Mississippi,28,2021,2021,August,8,3187,176
,Mississippi,28,2021,2021,September,9,3173,177
,Mississippi,28,2021,2021,October,10,3120,178
,Mississippi,28,2021,2021,November,11,2889,179
,Mississippi,28,2021,2021,December,12,2988,180
,Mississippi,28,2022,2022,January,1,2853,181
,Mississippi,28,2022,2022,February,2,2656,182
,Mississippi,28,2022,2022,March,3,2824,183
,Mississippi,28,2022,2022,April,4,2566,184
,Mississippi,28,2022,2022,May,5,2660,185
,Mississippi,28,2022,2022,June,6,2862,186
,Mississippi,28,2022,2022,July,7,3028,187
,Mississippi,28,2022,2022,August,8,3392,188
,Mississippi,28,2022,2022,September,9,2991,189
,Mississippi,28,2022,2022,October,10,2783,190
,Mississippi,28,2022,2022,November,11,2924,191
,Mississippi,28,2022,2022,December,12,3136,192
,Missouri,29,2007,2007,January,1,6539,1
,Missouri,29,2007,2007,February,2,6280,2
,Missouri,29,2007,2007,March,3,6850,3
,Missouri,29,2007,2007,April,4,6465,4
,Missouri,29,2007,2007,May,5,6806,5
,Missouri,29,2007,2007,June,6,7092,6
,Missouri,29,2007,2007,July,7,7381,7
,Missouri,29,2007,2007,August,8,7278,8
,Missouri,29,2007,2007,September,9,6944,9
,Missouri,29,2007,2007,October,10,6860,10
,Missouri,29,2007,2007,November,11,6641,11
,Missouri,29,2007,2007,December,12,6794,12
,Missouri,29,2008,2008,January,1,6711,13
,Missouri,29,2008,2008,February,2,6477,14
,Missouri,29,2008,2008,March,3,6725,15
,Missouri,29,2008,2008,April,4,6594,16
,Missouri,29,2008,2008,May,5,6814,17
,Missouri,29,2008,2008,June,6,6695,18
,Missouri,29,2008,2008,July,7,7215,19
,Missouri,29,2008,2008,August,8,7202,20
,Missouri,29,2008,2008,September,9,7098,21
,Missouri,29,2008,2008,October,10,6689,22
,Missouri,29,2008,2008,November,11,6014,23
,Missouri,29,2008,2008,December,12,6729,24
,Missouri,29,2009,2009,January,1,6229,25
,Missouri,29,2009,2009,February,2,6035,26
,Missouri,29,2009,2009,March,3,6582,27
,Missouri,29,2009,2009,April,4,6472,28
,Missouri,29,2009,2009,May,5,6648,29
,Missouri,29,2009,2009,June,6,6705,30
,Missouri,29,2009,2009,July,7,7040,31
,Missouri,29,2009,2009,August,8,6801,32
,Missouri,29,2009,2009,September,9,7091,33
,Missouri,29,2009,2009,October,10,6683,34
,Missouri,29,2009,2009,November,11,6146,35
,Missouri,29,2009,2009,December,12,6473,36
,Missouri,29,2010,2010,January,1,6212,37
,Missouri,29,2010,2010,February,2,5926,38
,Missouri,29,2010,2010,March,3,6546,39
,Missouri,29,2010,2010,April,4,6219,40
,Missouri,29,2010,2010,May,5,6339,41
,Missouri,29,2010,2010,June,6,6474,42
,Missouri,29,2010,2010,July,7,6621,43
,Missouri,29,2010,2010,August,8,6719,44
,Missouri,29,2010,2010,September,9,6725,45
,Missouri,29,2010,2010,October,10,6314,46
,Missouri,29,2010,2010,November,11,6153,47
,Missouri,29,2010,2010,December,12,6511,48
,Missouri,29,2011,2011,January,1,6067,49
,Missouri,29,2011,2011,February,2,5805,50
,Missouri,29,2011,2011,March,3,6251,51
,Missouri,29,2011,2011,April,4,6040,52
,Missouri,29,2011,2011,May,5,6333,53
,Missouri,29,2011,2011,June,6,6708,54
,Missouri,29,2011,2011,July,7,6654,55
,Missouri,29,2011,2011,August,8,7117,56
,Missouri,29,2011,2011,September,9,6664,57
,Missouri,29,2011,2011,October,10,6278,58
,Missouri,29,2011,2011,November,11,5951,59
,Missouri,29,2011,2011,December,12,6249,60
,Missouri,29,2012,2012,January,1,5904,61
,Missouri,29,2012,2012,February,2,5818,62
,Missouri,29,2012,2012,March,3,6300,63
,Missouri,29,2012,2012,April,4,5815,64
,Missouri,29,2012,2012,May,5,6317,65
,Missouri,29,2012,2012,June,6,6376,66
,Missouri,29,2012,2012,July,7,6778,67
,Missouri,29,2012,2012,August,8,6953,68
,Missouri,29,2012,2012,September,9,6393,69
,Missouri,29,2012,2012,October,10,6554,70
,Missouri,29,2012,2012,November,11,6091,71
,Missouri,29,2012,2012,December,12,6147,72
,Missouri,29,2013,2013,January,1,6080,73
,Missouri,29,2013,2013,February,2,5534,74
,Missouri,29,2013,2013,March,3,6179,75
,Missouri,29,2013,2013,April,4,5976,76
,Missouri,29,2013,2013,May,5,6311,77
,Missouri,29,2013,2013,June,6,6180,78
,Missouri,29,2013,2013,July,7,6783,79
,Missouri,29,2013,2013,August,8,6850,80
,Missouri,29,2013,2013,September,9,6521,81
,Missouri,29,2013,2013,October,10,6533,82
,Missouri,29,2013,2013,November,11,5934,83
,Missouri,29,2013,2013,December,12,6415,84
,Missouri,29,2014,2014,January,1,6226,85
,Missouri,29,2014,2014,February,2,5771,86
,Missouri,29,2014,2014,March,3,6219,87
,Missouri,29,2014,2014,April,4,6086,88
,Missouri,29,2014,2014,May,5,6445,89
,Missouri,29,2014,2014,June,6,6018,90
,Missouri,29,2014,2014,July,7,6582,91
,Missouri,29,2014,2014,August,8,6705,92
,Missouri,29,2014,2014,September,9,6519,93
,Missouri,29,2014,2014,October,10,6463,94
,Missouri,29,2014,2014,November,11,5828,95
,Missouri,29,2014,2014,December,12,6498,96
,Missouri,29,2015,2015,January,1,6135,97
,Missouri,29,2015,2015,February,2,5659,98
,Missouri,29,2015,2015,March,3,6372,99
,Missouri,29,2015,2015,April,4,6046,100
,Missouri,29,2015,2015,May,5,6178,101
,Missouri,29,2015,2015,June,6,6187,102
,Missouri,29,2015,2015,July,7,6767,103
,Missouri,29,2015,2015,August,8,6545,104
,Missouri,29,2015,2015,September,9,6591,105
,Missouri,29,2015,2015,October,10,6108,106
,Missouri,29,2015,2015,November,11,6006,107
,Missouri,29,2015,2015,December,12,6467,108
,Missouri,29,2016,2016,January,1,5938,109
,Missouri,29,2016,2016,February,2,5910,110
,Missouri,29,2016,2016,March,3,6311,111
,Missouri,29,2016,2016,April,4,5732,112
,Missouri,29,2016,2016,May,5,6077,113
,Missouri,29,2016,2016,June,6,6384,114
,Missouri,29,2016,2016,July,7,6636,115
,Missouri,29,2016,2016,August,8,6815,116
,Missouri,29,2016,2016,September,9,6555,117
,Missouri,29,2016,2016,October,10,6231,118
,Missouri,29,2016,2016,November,11,5989,119
,Missouri,29,2016,2016,December,12,6127,120
,Missouri,29,2017,2017,January,1,5839,121
,Missouri,29,2017,2017,February,2,5472,122
,Missouri,29,2017,2017,March,3,6011,123
,Missouri,29,2017,2017,April,4,5639,124
,Missouri,29,2017,2017,May,5,6200,125
,Missouri,29,2017,2017,June,6,6226,126
,Missouri,29,2017,2017,July,7,6397,127
,Missouri,29,2017,2017,August,8,6679,128
,Missouri,29,2017,2017,September,9,6381,129
,Missouri,29,2017,2017,October,10,6206,130
,Missouri,29,2017,2017,November,11,6031,131
,Missouri,29,2017,2017,December,12,5953,132
,Missouri,29,2018,2018,January,1,6065,133
,Missouri,29,2018,2018,February,2,5470,134
,Missouri,29,2018,2018,March,3,6021,135
,Missouri,29,2018,2018,April,4,5728,136
,Missouri,29,2018,2018,May,5,6357,137
,Missouri,29,2018,2018,June,6,6271,138
,Missouri,29,2018,2018,July,7,6435,139
,Missouri,29,2018,2018,August,8,6724,140
,Missouri,29,2018,2018,September,9,6178,141
,Missouri,29,2018,2018,October,10,6229,142
,Missouri,29,2018,2018,November,11,5861,143
,Missouri,29,2018,2018,December,12,5930,144
,Missouri,29,2019,2019,January,1,5909,145
,Missouri,29,2019,2019,February,2,5319,146
,Missouri,29,2019,2019,March,3,5813,147
,Missouri,29,2019,2019,April,4,5887,148
,Missouri,29,2019,2019,May,5,6221,149
,Missouri,29,2019,2019,June,6,5897,150
,Missouri,29,2019,2019,July,7,6423,151
,Missouri,29,2019,2019,August,8,6641,152
,Missouri,29,2019,2019,September,9,6222,153
,Missouri,29,2019,2019,October,10,6269,154
,Missouri,29,2019,2019,November,11,5689,155
,Missouri,29,2019,2019,December,12,5837,156
,Missouri,29,2020,2020,January,1,5819,157
,Missouri,29,2020,2020,February,2,5448,158
,Missouri,29,2020,2020,March,3,5752,159
,Missouri,29,2020,2020,April,4,5552,160
,Missouri,29,2020,2020,May,5,5785,161
,Missouri,29,2020,2020,June,6,5878,162
,Missouri,29,2020,2020,July,7,6284,163
,Missouri,29,2020,2020,August,8,6333,164
,Missouri,29,2020,2020,September,9,5923,165
,Missouri,29,2020,2020,October,10,5819,166
,Missouri,29,2020,2020,November,11,5190,167
,Missouri,29,2020,2020,December,12,5502,168
,Missouri,29,2021,2021,January,1,5431,169
,Missouri,29,2021,2021,February,2,4997,170
,Missouri,29,2021,2021,March,3,5869,171
,Missouri,29,2021,2021,April,4,5523,172
,Missouri,29,2021,2021,May,5,5852,173
,Missouri,29,2021,2021,June,6,6050,174
,Missouri,29,2021,2021,July,7,6291,175
,Missouri,29,2021,2021,August,8,6235,176
,Missouri,29,2021,2021,September,9,6041,177
,Missouri,29,2021,2021,October,10,5913,178
,Missouri,29,2021,2021,November,11,5537,179
,Missouri,29,2021,2021,December,12,5714,180
,Missouri,29,2022,2022,January,1,5443,181
,Missouri,29,2022,2022,February,2,5041,182
,Missouri,29,2022,2022,March,3,5779,183
,Missouri,29,2022,2022,April,4,5457,184
,Missouri,29,2022,2022,May,5,5559,185
,Missouri,29,2022,2022,June,6,5941,186
,Missouri,29,2022,2022,July,7,6156,187
,Missouri,29,2022,2022,August,8,6401,188
,Missouri,29,2022,2022,September,9,5956,189
,Missouri,29,2022,2022,October,10,5732,190
,Missouri,29,2022,2022,November,11,5581,191
,Missouri,29,2022,2022,December,12,5939,192
,Montana,30,2007,2007,January,1,967,1
,Montana,30,2007,2007,February,2,925,2
,Montana,30,2007,2007,March,3,1077,3
,Montana,30,2007,2007,April,4,1038,4
,Montana,30,2007,2007,May,5,1078,5
,Montana,30,2007,2007,June,6,1054,6
,Montana,30,2007,2007,July,7,1121,7
,Montana,30,2007,2007,August,8,1053,8
,Montana,30,2007,2007,September,9,1067,9
,Montana,30,2007,2007,October,10,1061,10
,Montana,30,2007,2007,November,11,979,11
,Montana,30,2007,2007,December,12,1019,12
,Montana,30,2008,2008,January,1,1030,13
,Montana,30,2008,2008,February,2,975,14
,Montana,30,2008,2008,March,3,1053,15
,Montana,30,2008,2008,April,4,1046,16
,Montana,30,2008,2008,May,5,1146,17
,Montana,30,2008,2008,June,6,1110,18
,Montana,30,2008,2008,July,7,1134,19
,Montana,30,2008,2008,August,8,1057,20
,Montana,30,2008,2008,September,9,1104,21
,Montana,30,2008,2008,October,10,1028,22
,Montana,30,2008,2008,November,11,891,23
,Montana,30,2008,2008,December,12,1020,24
,Montana,30,2009,2009,January,1,990,25
,Montana,30,2009,2009,February,2,959,26
,Montana,30,2009,2009,March,3,1069,27
,Montana,30,2009,2009,April,4,1027,28
,Montana,30,2009,2009,May,5,1070,29
,Montana,30,2009,2009,June,6,1073,30
,Montana,30,2009,2009,July,7,1126,31
,Montana,30,2009,2009,August,8,1061,32
,Montana,30,2009,2009,September,9,1053,33
,Montana,30,2009,2009,October,10,1000,34
,Montana,30,2009,2009,November,11,885,35
,Montana,30,2009,2009,December,12,944,36
,Montana,30,2010,2010,January,1,965,37
,Montana,30,2010,2010,February,2,949,38
,Montana,30,2010,2010,March,3,1034,39
,Montana,30,2010,2010,April,4,1009,40
,Montana,30,2010,2010,May,5,1044,41
,Montana,30,2010,2010,June,6,1026,42
,Montana,30,2010,2010,July,7,1042,43
,Montana,30,2010,2010,August,8,1029,44
,Montana,30,2010,2010,September,9,1016,45
,Montana,30,2010,2010,October,10,983,46
,Montana,30,2010,2010,November,11,965,47
,Montana,30,2010,2010,December,12,998,48
,Montana,30,2011,2011,January,1,889,49
,Montana,30,2011,2011,February,2,893,50
,Montana,30,2011,2011,March,3,1003,51
,Montana,30,2011,2011,April,4,970,52
,Montana,30,2011,2011,May,5,1105,53
,Montana,30,2011,2011,June,6,1103,54
,Montana,30,2011,2011,July,7,1054,55
,Montana,30,2011,2011,August,8,1128,56
,Montana,30,2011,2011,September,9,1063,57
,Montana,30,2011,2011,October,10,995,58
,Montana,30,2011,2011,November,11,936,59
,Montana,30,2011,2011,December,12,930,60
,Montana,30,2012,2012,January,1,891,61
,Montana,30,2012,2012,February,2,937,62
,Montana,30,2012,2012,March,3,1079,63
,Montana,30,2012,2012,April,4,986,64
,Montana,30,2012,2012,May,5,1007,65
,Montana,30,2012,2012,June,6,1030,66
,Montana,30,2012,2012,July,7,1087,67
,Montana,30,2012,2012,August,8,1057,68
,Montana,30,2012,2012,September,9,1053,69
,Montana,30,2012,2012,October,10,1020,70
,Montana,30,2012,2012,November,11,960,71
,Montana,30,2012,2012,December,12,1011,72
,Montana,30,2013,2013,January,1,978,73
,Montana,30,2013,2013,February,2,854,74
,Montana,30,2013,2013,March,3,1012,75
,Montana,30,2013,2013,April,4,1002,76
,Montana,30,2013,2013,May,5,1153,77
,Montana,30,2013,2013,June,6,1019,78
,Montana,30,2013,2013,July,7,1130,79
,Montana,30,2013,2013,August,8,1055,80
,Montana,30,2013,2013,September,9,1078,81
,Montana,30,2013,2013,October,10,1066,82
,Montana,30,2013,2013,November,11,991,83
,Montana,30,2013,2013,December,12,1039,84
,Montana,30,2014,2014,January,1,992,85
,Montana,30,2014,2014,February,2,907,86
,Montana,30,2014,2014,March,3,962,87
,Montana,30,2014,2014,April,4,1075,88
,Montana,30,2014,2014,May,5,1093,89
,Montana,30,2014,2014,June,6,997,90
,Montana,30,2014,2014,July,7,1135,91
,Montana,30,2014,2014,August,8,1116,92
,Montana,30,2014,2014,September,9,1053,93
,Montana,30,2014,2014,October,10,1032,94
,Montana,30,2014,2014,November,11,996,95
,Montana,30,2014,2014,December,12,1074,96
,Montana,30,2015,2015,January,1,1000,97
,Montana,30,2015,2015,February,2,911,98
,Montana,30,2015,2015,March,3,1069,99
,Montana,30,2015,2015,April,4,1035,100
,Montana,30,2015,2015,May,5,1054,101
,Montana,30,2015,2015,June,6,1104,102
,Montana,30,2015,2015,July,7,1134,103
,Montana,30,2015,2015,August,8,1084,104
,Montana,30,2015,2015,September,9,1074,105
,Montana,30,2015,2015,October,10,1065,106
,Montana,30,2015,2015,November,11,979,107
,Montana,30,2015,2015,December,12,1074,108
,Montana,30,2016,2016,January,1,916,109
,Montana,30,2016,2016,February,2,969,110
,Montana,30,2016,2016,March,3,1025,111
,Montana,30,2016,2016,April,4,1007,112
,Montana,30,2016,2016,May,5,1103,113
,Montana,30,2016,2016,June,6,1088,114
,Montana,30,2016,2016,July,7,1101,115
,Montana,30,2016,2016,August,8,1126,116
,Montana,30,2016,2016,September,9,1075,117
,Montana,30,2016,2016,October,10,974,118
,Montana,30,2016,2016,November,11,963,119
,Montana,30,2016,2016,December,12,935,120
,Montana,30,2017,2017,January,1,967,121
,Montana,30,2017,2017,February,2,852,122
,Montana,30,2017,2017,March,3,1035,123
,Montana,30,2017,2017,April,4,956,124
,Montana,30,2017,2017,May,5,1082,125
,Montana,30,2017,2017,June,6,1053,126
,Montana,30,2017,2017,July,7,1015,127
,Montana,30,2017,2017,August,8,1040,128
,Montana,30,2017,2017,September,9,977,129
,Montana,30,2017,2017,October,10,959,130
,Montana,30,2017,2017,November,11,903,131
,Montana,30,2017,2017,December,12,960,132
,Montana,30,2018,2018,January,1,971,133
,Montana,30,2018,2018,February,2,910,134
,Montana,30,2018,2018,March,3,1004,135
,Montana,30,2018,2018,April,4,934,136
,Montana,30,2018,2018,May,5,991,137
,Montana,30,2018,2018,June,6,1001,138
,Montana,30,2018,2018,July,7,1011,139
,Montana,30,2018,2018,August,8,1064,140
,Montana,30,2018,2018,September,9,915,141
,Montana,30,2018,2018,October,10,907,142
,Montana,30,2018,2018,November,11,886,143
,Montana,30,2018,2018,December,12,919,144
,Montana,30,2019,2019,January,1,882,145
,Montana,30,2019,2019,February,2,858,146
,Montana,30,2019,2019,March,3,939,147
,Montana,30,2019,2019,April,4,911,148
,Montana,30,2019,2019,May,5,997,149
,Montana,30,2019,2019,June,6,959,150
,Montana,30,2019,2019,July,7,1010,151
,Montana,30,2019,2019,August,8,979,152
,Montana,30,2019,2019,September,9,937,153
,Montana,30,2019,2019,October,10,902,154
,Montana,30,2019,2019,November,11,836,155
,Montana,30,2019,2019,December,12,869,156
,Montana,30,2020,2020,January,1,865,157
,Montana,30,2020,2020,February,2,882,158
,Montana,30,2020,2020,March,3,930,159
,Montana,30,2020,2020,April,4,915,160
,Montana,30,2020,2020,May,5,940,161
,Montana,30,2020,2020,June,6,967,162
,Montana,30,2020,2020,July,7,959,163
,Montana,30,2020,2020,August,8,928,164
,Montana,30,2020,2020,September,9,860,165
,Montana,30,2020,2020,October,10,863,166
,Montana,30,2020,2020,November,11,826,167
,Montana,30,2020,2020,December,12,856,168
,Montana,30,2021,2021,January,1,837,169
,Montana,30,2021,2021,February,2,826,170
,Montana,30,2021,2021,March,3,965,171
,Montana,30,2021,2021,April,4,955,172
,Montana,30,2021,2021,May,5,949,173
,Montana,30,2021,2021,June,6,1025,174
,Montana,30,2021,2021,July,7,1012,175
,Montana,30,2021,2021,August,8,963,176
,Montana,30,2021,2021,September,9,972,177
,Montana,30,2021,2021,October,10,901,178
,Montana,30,2021,2021,November,11,854,179
,Montana,30,2021,2021,December,12,972,180
,Montana,30,2022,2022,January,1,842,181
,Montana,30,2022,2022,February,2,832,182
,Montana,30,2022,2022,March,3,947,183
,Montana,30,2022,2022,April,4,891,184
